I,T,R,E,A,DE,DA,H,M
213,1,1,13,1,6,6238,0,0
213,1,2,3,9,4,2911,5002,0
213,1,2,6,3,5,4345,4440,80
214,0,0,26,4,5,11815,0,13252
214,0,1,20,1,4,6437,0,72
214,0,1,24,3,7,9428,1751,0
214,0,2,14,24,3,3118,7589,3293
214,0,2,16,23,3,5039,6076,698
214,1,0,12,6,4,9111,0,5204
214,1,1,13,3,9,7473,0,1104
214,1,1,9,1,9,6585,149,1274
214,1,2,7,9,12,3258,5213,1142
214,1,2,6,10,6,2002,6920,0
215,0,0,16,3,8,11669,0,6001
215,0,1,22,0,7,10748,0,240
215,0,1,24,11,4,11825,378,582
215,0,2,13,21,7,4700,10109,675
215,0,2,24,17,6,7490,10751,0
215,1,0,11,4,5,7992,0,9488
215,1,1,16,2,8,11338,0,2268
215,1,1,22,2,10,12872,0,238
215,1,2,12,7,9,5242,11277,1447
215,1,2,7,18,8,1492,14391,0
216,0,0,15,2,5,13365,0,4225
216,0,1,8,0,4,7439,0,268
216,0,1,18,0,8,9153,0,1039
216,0,2,6,18,5,1697,9541,0
216,0,2,15,9,4,8049,6997,0
216,1,0,12,1,6,6004,0,19211
216,1,1,13,0,9,7898,0,2333
216,1,1,17,2,6,9580,452,0
216,1,2,2,17,4,945,17308,0
216,1,2,10,4,3,7213,7404,0
217,0,0,27,6,4,13675,0,14602
217,0,1,32,0,9,12371,0,0
217,0,1,19,0,8,9423,0,163
217,0,2,5,29,7,3196,11124,0
217,0,2,12,16,5,3265,11025,678
217,1,0,19,2,11,12796,1271,9346
217,1,1,17,5,12,11851,0,0
217,1,1,15,3,12,8153,0,0
217,1,2,8,16,7,5470,5523,0
217,1,2,1,17,6,840,12793,0
218,0,0,22,8,6,7339,0,8653
218,0,1,14,0,3,8200,0,128
218,0,1,22,2,4,7471,0,694
218,0,2,17,11,4,5247,6953,1227
218,0,2,20,19,5,5567,10890,0
218,1,0,8,0,7,9989,0,7773
218,1,1,12,0,8,9346,416,287
218,1,1,13,0,5,9156,362,72
218,1,2,7,11,7,4962,7225,313
218,1,2,4,9,8,1006,957,0
219,0,0,22,6,1,7726,0,3860
219,0,1,25,2,5,8635,0,0
219,0,1,21,8,9,10655,0,0
219,0,2,34,3,4,12046,5605,0
219,0,2,16,24,4,4130,7797,1012
219,1,0,9,6,9,7600,100,12424
219,1,1,9,2,9,8623,14,1669
219,1,1,9,1,15,9559,0,144
219,1,2,12,2,9,5548,8195,0
219,1,2,4,8,9,5097,9927,210
220,0,0,28,13,13,20409,0,8830
220,0,1,40,0,5,15336,0,0
220,0,1,39,4,14,18988,512,1164
220,0,2,14,24,10,6116,16942,1649
220,0,2,21,25,14,8775,15622,1939
220,1,0,35,14,8,22365,0,13863
220,1,1,34,4,15,15756,451,0
220,1,1,29,5,14,14458,253,2100
220,1,2,2,34,14,1506,19970,116
220,1,2,24,24,12,9230,16450,0
221,0,0,29,9,8,15571,0,8852
221,0,1,26,3,4,10495,0,985
221,0,1,28,4,14,14828,73,829
221,0,2,27,15,7,11663,11163,0
221,0,2,23,26,9,4908,11133,745
221,1,0,23,1,13,12330,687,8826
221,1,1,25,1,11,13394,1401,287
221,1,1,16,0,10,10333,232,794
221,1,2,13,17,7,6034,8605,520
221,1,2,1,21,10,618,16513,834
222,0,0,36,15,2,11374,0,14136
222,0,1,20,1,6,6995,0,0
222,0,1,26,1,7,10275,72,285
222,0,2,14,24,4,3420,10728,1451
222,0,2,8,22,5,1808,10581,0
222,1,0,14,4,10,8324,179,4524
222,1,1,15,0,11,10389,0,406
222,1,1,13,1,7,7880,0,0
222,1,2,8,6,7,5513,5401,107
222,1,2,2,7,8,2120,8845,361
223,0,0,19,2,5,6298,206,4572
223,0,1,14,1,2,4969,0,0
223,0,1,24,0,4,7150,0,0
223,0,2,11,9,3,2839,4665,0
223,0,2,17,12,4,4678,3793,0
223,1,0,13,2,5,6535,0,4184
223,1,1,11,0,7,6539,186,0
223,1,1,6,1,9,3235,0,72
223,1,2,6,11,7,1791,6059,109
223,1,2,6,11,8,1729,5192,1628
224,0,0,19,3,5,10288,0,16585
224,0,1,18,2,4,7961,0,0
224,0,1,25,3,7,11372,336,2020
224,0,2,4,10,5,3158,10842,3210
224,0,2,9,11,4,4271,10937,767
224,1,0,16,3,5,11438,298,9913
224,1,1,10,3,7,9771,75,1139
224,1,1,13,3,9,11152,0,863
224,1,2,1,15,6,684,10510,0
224,1,2,9,5,5,7327,6994,83
225,0,0,17,4,3,11748,0,9376
225,0,1,15,1,2,7065,0,0
225,0,1,19,4,5,9122,1504,2685
225,0,2,3,20,4,306,13018,750
225,0,2,12,13,8,4353,7153,369
225,,,,,,,,
225,,,,,,,,
225,,,,,,,,
225,,,,,,,,
225,,,,,,,,
226,0,0,24,10,2,7525,0,5557
226,0,1,26,0,3,9646,408,0
226,0,1,13,2,4,6770,0,169
226,0,2,10,16,1,3793,4985,41
226,0,2,2,19,4,257,8013,0
226,1,0,11,1,4,9207,0,9737
226,1,1,2,0,8,4426,1028,474
226,1,1,6,0,9,8318,0,2357
226,1,2,0,8,6,0,6626,0
226,1,2,3,6,7,3154,6293,321
227,0,0,27,6,4,13493,8400,2243
227,0,1,22,1,6,16537,0,1347
227,0,1,23,7,8,12602,508,634
227,0,2,18,20,1,5395,11595,274
227,0,2,17,22,5,6128,9485,266
227,1,0,12,5,12,15181,2167,11227
227,1,1,12,0,9,13360,61,2414
227,1,1,11,0,8,9974,968,2
227,1,2,10,14,8,3976,10635,1262
227,1,2,1,12,8,1061,14065,348
228,0,0,17,4,2,10947,0,11343
228,0,1,16,2,9,7229,0,236
228,0,1,14,0,5,9587,1093,0
228,0,2,14,15,7,4775,11736,0
228,0,2,10,11,7,3216,8045,1293
228,1,0,17,3,3,7544,0,12524
228,1,1,19,1,6,15314,1704,0
228,1,1,18,1,8,9296,0,218
228,1,2,18,11,4,5842,5747,232
228,1,2,0,22,7,280,13095,0
229,0,0,12,2,3,5945,0,10208
229,0,1,19,0,3,8167,179,677
229,0,1,14,2,6,4391,0,1161
229,0,2,4,14,3,635,5246,0
229,0,2,13,5,4,3446,3740,0
229,1,0,14,3,3,5666,1167,5652
229,1,1,12,0,7,4583,1153,0
229,1,1,11,0,6,4902,346,261
229,1,2,3,3,5,1523,4317,64
229,1,2,5,4,6,2354,3006,49
230,0,0,22,6,6,10495,0,13038
230,0,1,31,3,7,12838,0,0
230,0,1,29,0,3,13445,0,433
230,0,2,11,25,6,2195,9616,828
230,0,2,4,31,3,1354,11003,0
230,1,0,12,5,9,10466,698,4731
230,1,1,16,2,9,9409,0,0
230,1,1,10,0,14,9018,1668,0
230,1,2,0,15,5,0,13366,0
230,1,2,8,7,7,5651,4836,863
231,0,0,42,9,7,19249,0,27803
231,0,1,42,13,12,15743,130,0
231,0,1,36,3,20,20688,877,549
231,0,2,19,29,12,4144,15951,2436
231,0,2,36,25,9,12157,17363,236
231,1,0,33,8,14,15692,1075,13871
231,1,1,35,3,15,23921,0,823
231,1,1,26,6,14,21236,0,0
231,1,2,10,27,13,5973,16449,1774
231,1,2,4,30,12,1144,22249,0
232,0,0,17,2,3,12474,0,19471
232,0,1,15,0,7,12063,0,137
232,0,1,14,0,6,9223,1313,259
232,0,2,14,14,4,4264,9201,3353
232,0,2,10,10,5,3120,7943,540
232,1,0,10,2,5,7582,0,13462
232,1,1,15,0,5,12988,987,0
232,1,1,17,0,8,10546,0,608
232,1,2,4,13,6,1205,11531,991
232,1,2,4,16,6,3261,11645,1753
233,0,0,45,14,8,22126,0,9759
233,0,1,45,4,13,19546,0,578
233,0,1,33,1,20,13883,0,2251
233,0,2,17,39,9,5165,16428,776
233,0,2,22,39,8,5408,15002,650
233,1,0,23,4,14,15884,53,18630
233,1,1,30,1,20,12727,0,3409
233,1,1,28,8,15,12779,723,302
233,1,2,31,18,14,11504,17880,0
233,1,2,26,23,14,8820,13653,619
234,0,0,23,16,3,6405,0,7996
234,0,1,23,6,10,7585,163,0
234,0,1,22,0,6,8605,0,888
234,0,2,15,12,5,4961,7431,0
234,0,2,12,14,3,4767,6272,1127
234,1,0,12,1,8,5499,284,4743
234,1,1,6,1,11,5558,0,1117
234,1,1,19,0,6,9763,0,432
234,1,2,7,13,6,2074,8333,358
234,1,2,9,14,6,4301,7654,472
235,0,0,36,15,4,14847,0,11528
235,0,1,38,3,10,23715,0,428
235,0,1,28,10,13,15419,955,6824
235,0,2,23,29,12,5455,17161,7534
235,0,2,24,32,8,5335,15342,480
235,1,0,33,2,15,22211,0,18592
235,1,1,16,3,14,9684,2279,4764
235,1,1,23,0,17,13603,0,3502
235,1,2,5,33,8,2390,16128,0
235,1,2,25,26,5,9452,18059,1463
236,0,0,30,10,4,14022,0,9970
236,0,1,32,7,6,15967,0,0
236,0,1,31,1,10,19175,0,356
236,0,2,15,27,8,4997,17379,0
236,0,2,17,22,8,5430,18690,708
236,1,0,27,6,10,21530,0,11549
236,1,1,20,3,11,12164,0,2024
236,1,1,21,3,13,16285,0,1633
236,1,2,8,23,9,3842,16775,293
236,1,2,5,21,6,2926,17902,1930
237,0,0,28,7,5,12929,0,11202
237,0,1,29,2,8,13705,0,1734
237,0,1,25,10,9,7682,569,0
237,0,2,17,20,9,5919,11467,829
237,0,2,12,28,6,5334,13320,0
237,1,0,24,2,8,14771,462,6449
237,1,1,24,1,11,14902,0,112
237,1,1,19,4,10,8296,1036,0
237,1,2,10,17,8,5757,10761,362
237,1,2,10,15,8,4553,10803,723
238,0,0,11,2,0,4713,0,2198
238,0,1,12,0,0,3381,0,375
238,0,1,13,1,2,5054,0,0
238,0,2,5,8,1,1499,4925,0
238,0,2,3,9,0,1140,5516,14
238,1,0,0,0,4,3658,0,4703
238,1,1,2,0,5,3510,0,0
238,1,2,1,0,4,878,3686,0
238,1,2,2,3,5,2893,2666,0
238,,,,,,,,
239,0,0,30,12,5,12060,0,10498
239,0,1,30,4,8,13539,791,0
239,0,1,24,7,15,14512,0,75
239,0,2,8,27,5,1308,13978,0
239,0,2,15,21,7,5367,6089,808
239,1,0,13,0,12,7433,0,25710
239,1,1,26,5,9,12802,0,1493
239,1,1,18,0,11,12252,222,0
239,1,2,14,16,8,7399,11002,354
239,1,2,9,17,5,1908,12424,676
240,0,0,23,4,3,8065,4522,685
240,0,1,24,0,7,8735,0,770
240,0,1,23,1,4,10023,0,148
240,0,2,9,22,1,2231,9276,0
240,0,2,8,21,5,1994,10296,1619
240,1,0,9,1,7,8832,0,16654
240,1,1,15,0,8,14228,0,576
240,1,1,13,4,10,6764,0,554
240,1,2,0,16,6,110,7554,0
240,1,2,16,7,9,5510,6334,0
241,0,0,23,6,1,10429,0,5031
241,0,1,16,2,8,10852,0,0
241,0,1,20,3,9,11352,0,0
241,0,2,12,16,5,3617,3143,0
241,0,2,1,16,6,250,7192,153
241,1,0,21,6,7,7717,362,5276
241,1,1,9,4,10,7430,552,0
241,1,1,17,0,9,8609,0,1940
241,1,2,2,13,6,2862,7257,2769
241,1,2,13,7,5,4451,9772,0
242,0,0,23,3,11,16102,440,9027
242,0,1,26,0,13,13053,453,191
242,0,1,24,3,3,11914,0,0
242,0,2,17,29,3,4141,14466,495
242,0,2,8,18,5,2673,13409,651
242,1,0,13,2,12,10903,105,12437
242,1,1,16,1,14,13435,0,498
242,1,1,20,1,10,15973,571,336
242,1,2,12,15,7,4775,9552,321
242,1,2,13,15,5,4487,12966,773
243,0,0,26,9,3,15066,0,6432
243,0,1,22,6,3,8746,64,1072
243,0,1,15,0,9,8096,0,836
243,0,2,9,19,3,3408,8739,0
243,0,2,8,15,6,3295,5382,0
243,1,0,10,2,7,8372,0,14021
243,1,1,13,0,7,7224,240,162
243,1,1,14,0,5,9382,0,72
243,1,2,7,9,7,1308,9474,1025
243,1,2,5,9,7,1676,12317,140
244,0,0,26,1,1,8864,0,4806
244,0,1,21,2,8,9788,0,0
244,0,1,17,1,11,11222,1310,0
244,0,2,13,23,7,5298,8422,13
244,0,2,7,13,8,2946,7579,286
244,1,0,19,2,9,10269,0,11635
244,1,1,17,0,12,10546,251,637
244,1,1,16,6,7,10486,845,216
244,1,2,8,9,9,8198,6706,248
244,1,2,6,6,6,3660,7799,674
245,0,0,22,5,0,8304,0,4541
245,0,1,23,3,6,11100,0,260
245,0,1,21,0,8,7114,0,0
245,0,2,8,8,5,4477,4872,995
245,0,2,13,16,8,2852,5600,3261
245,1,0,19,2,8,9971,1540,4235
245,1,1,8,0,7,8226,0,456
245,1,1,13,3,6,5903,998,1506
245,1,2,7,14,8,3067,6215,120
245,1,2,6,15,6,2070,8180,0
246,0,0,22,1,5,9401,70,4324
246,0,1,18,6,5,8628,0,1292
246,0,1,24,1,4,12755,0,186
246,0,2,20,8,6,7357,6560,0
246,0,2,8,25,1,3593,8064,0
246,1,0,11,1,4,8161,0,5221
246,1,1,10,0,9,8805,0,613
246,1,1,13,8,9,6820,179,0
246,1,2,5,9,8,2371,10151,235
246,1,2,4,9,9,3237,6743,601
247,0,0,26,11,6,11618,2328,2900
247,0,1,23,0,1,6249,0,0
247,0,1,22,1,8,10059,0,0
247,0,2,4,29,1,321,11304,0
247,0,2,27,9,3,8082,6234,0
247,1,0,9,1,12,10503,34,7204
247,1,1,15,0,10,10738,0,0
247,1,1,11,2,10,8695,1186,300
247,1,2,4,6,8,1965,6919,731
247,1,2,0,12,6,80,9376,0
248,0,0,24,2,0,9649,0,9169
248,0,1,22,4,0,6678,0,0
248,0,1,14,2,4,3921,0,0
248,0,2,7,21,1,1500,6119,19
248,0,2,2,22,1,312,6178,295
248,1,0,5,1,5,4808,116,2985
248,1,1,1,0,7,3995,512,5
248,1,1,5,0,5,3578,0,1151
248,1,2,3,3,6,2296,4737,435
248,1,2,3,2,7,1589,4455,0
249,0,0,32,8,6,13348,3401,2270
249,0,1,24,0,7,9031,90,1712
249,0,1,23,1,9,12061,0,207
249,0,2,15,28,3,2259,10349,0
249,0,2,13,21,7,3319,7681,743
249,1,0,21,5,11,7397,672,3380
249,1,1,22,1,9,13285,0,259
249,1,1,12,3,12,8250,0,0
249,1,2,14,11,9,5507,6650,571
249,1,2,9,10,5,3932,9576,910
250,0,0,27,3,15,15109,0,30408
250,0,1,40,0,7,13641,149,366
250,0,1,34,5,14,22684,671,1658
250,0,2,37,28,7,14931,16110,463
250,0,2,27,18,10,9822,15586,1719
250,1,0,29,11,16,17545,801,11798
250,1,1,32,2,18,17028,385,6
250,1,1,28,4,17,18851,0,0
250,1,2,19,22,10,7726,17990,2254
250,1,2,11,30,9,2782,20773,0
251,0,0,37,12,11,18119,353,7216
251,0,1,33,0,7,16123,154,83
251,0,1,30,5,8,18473,0,172
251,0,2,30,27,10,12143,10171,709
251,0,2,13,28,6,3691,15674,414
251,1,0,20,5,11,15213,4567,16501
251,1,1,26,3,15,16214,617,2531
251,1,1,24,0,11,15851,1400,135
251,1,2,4,20,8,2249,14257,0
251,1,2,11,21,9,4017,16102,1110
252,0,0,30,7,4,8464,0,11094
252,0,1,24,0,5,8361,0,66
252,0,1,24,6,8,8229,588,0
252,0,2,11,13,7,2333,6063,847
252,0,2,16,19,5,5221,8575,605
252,1,0,10,0,9,5080,0,8307
252,1,1,17,0,5,11553,0,3601
252,1,1,16,0,10,10820,0,38
252,1,2,0,12,9,50,7506,0
252,1,2,4,6,8,4022,6031,415
253,0,0,27,10,3,7645,0,8137
253,0,1,22,13,5,6790,947,0
253,0,1,24,3,6,10627,1118,0
253,0,2,6,8,5,2311,6700,468
253,0,2,15,18,3,4749,5725,0
253,1,0,8,1,6,4499,340,13118
253,1,1,8,0,10,6993,0,129
253,1,1,12,1,13,7325,0,0
253,1,2,11,8,7,4483,6147,150
253,1,2,2,8,9,1923,6573,292
254,0,0,25,4,0,6888,0,1355
254,0,1,16,1,6,5198,0,0
254,0,1,28,0,4,11373,0,142
254,0,2,10,19,3,1364,7823,367
254,0,2,12,12,5,2472,4761,1351
254,1,0,9,3,5,6310,0,3959
254,1,1,9,0,10,4161,513,0
254,1,1,8,0,9,7765,0,92
254,1,2,0,7,7,548,5627,0
254,1,2,6,9,10,1855,7030,0
255,0,0,26,4,4,11101,0,5091
255,0,1,21,0,7,7440,1468,0
255,0,1,21,0,7,9515,0,398
255,0,2,14,16,5,7055,5851,0
255,0,2,12,13,6,4139,8098,86
255,1,0,14,3,7,8449,0,7899
255,1,1,13,0,13,6432,0,516
255,1,1,16,1,10,8151,1781,0
255,1,2,5,13,6,2303,6847,436
255,1,2,12,17,3,4599,12256,0
256,0,0,16,4,1,3930,0,1702
256,0,1,13,5,1,4442,0,0
256,0,1,17,1,3,5528,0,181
256,0,2,11,18,1,1922,3158,0
256,0,2,12,6,1,4139,3933,0
256,1,0,3,0,7,2639,1633,1848
256,1,1,3,1,6,3471,0,366
256,1,1,3,0,8,4078,0,514
256,1,2,3,1,3,1860,2724,0
256,,,,,,,,
257,0,0,43,2,10,23753,0,23222
257,0,1,34,3,7,11228,586,0
257,0,1,34,5,8,19682,330,1246
257,0,2,21,40,10,10292,15558,1368
257,0,2,21,21,10,10148,14009,739
257,1,0,27,8,15,14116,6443,6739
257,1,1,29,6,14,16283,262,60
257,1,1,24,3,17,15556,391,0
257,1,2,8,22,12,3183,17696,612
257,1,2,20,23,14,7978,15903,0
258,0,0,17,6,6,9837,856,8743
258,0,1,17,0,1,7370,288,836
258,0,1,16,3,8,10875,1477,1590
258,0,2,9,22,3,4290,8771,1148
258,0,2,0,21,3,0,8360,0
258,1,0,12,1,4,9681,2026,6560
258,1,1,9,0,7,8042,0,13
258,1,1,12,1,10,9468,0,363
258,1,2,6,14,6,3159,9440,0
258,1,2,4,10,4,3793,6311,481
259,0,0,16,3,5,12693,0,24096
259,0,1,19,3,12,11398,0,0
259,0,1,20,2,9,9247,0,888
259,0,2,8,14,7,3285,9305,435
259,0,2,4,8,7,5083,9875,0
259,1,0,30,2,7,12940,1955,4956
259,1,1,14,0,9,10077,0,309
259,1,1,14,5,7,9970,0,0
259,1,2,6,24,5,1836,11421,0
259,1,2,6,18,5,2008,11084,103
260,0,0,26,9,6,7884,437,4675
260,0,1,27,0,2,7827,0,0
260,0,1,24,7,5,9809,0,85
260,0,2,18,4,5,5121,7784,0
260,0,2,13,15,6,3045,5135,652
260,1,0,17,5,6,7944,2673,2723
260,1,1,14,0,11,5602,933,0
260,1,1,11,1,7,8783,0,0
260,1,2,5,13,8,2713,7045,528
260,1,2,10,10,10,3300,4573,0
261,0,0,16,7,1,9325,0,13632
261,0,1,17,0,1,5554,0,0
261,0,1,21,0,5,9937,0,164
261,0,2,6,11,2,2293,10577,816
261,0,2,11,18,1,4144,9140,0
261,1,0,5,1,7,8553,83,6492
261,1,1,5,0,6,6293,0,0
261,1,1,5,0,7,8549,0,102
261,1,2,2,4,5,3627,7126,632
261,1,2,1,2,6,3331,8072,563
262,0,0,30,8,5,9568,76,12079
262,0,1,29,1,7,9542,0,1
262,0,1,37,11,5,13556,0,74
262,0,2,24,9,6,6014,5365,531
262,0,2,28,25,3,5668,11278,872
262,1,0,12,0,13,8172,0,23068
262,1,1,8,1,11,8042,400,1012
262,1,1,12,1,12,8658,0,2160
262,1,2,5,9,12,2997,9908,528
262,1,2,7,7,10,5589,7593,0
263,0,0,25,7,5,10266,38,4963
263,0,1,27,0,1,7968,0,0
263,0,1,17,7,5,7368,0,0
263,0,2,16,7,7,7435,4315,0
263,0,2,20,22,5,5632,9321,0
263,1,0,12,5,7,6495,0,8151
263,1,1,12,1,8,7042,29,156
263,1,1,14,0,9,8487,1542,276
263,1,2,5,11,7,1568,10177,0
263,1,2,10,10,5,2995,9430,348
264,0,0,13,1,0,6592,0,12479
264,0,1,13,0,3,4538,0,119
264,0,1,7,1,2,4904,0,425
264,0,2,2,8,1,224,6041,0
264,0,2,2,3,2,1144,4109,282
264,1,0,1,0,2,1948,0,2899
264,1,1,1,0,4,4342,564,0
264,1,1,6,0,7,4606,0,55
264,1,2,0,1,4,40,2753,0
264,1,2,1,0,6,5816,2461,0
265,0,0,18,4,2,6669,0,8788
265,0,1,17,0,0,3889,0,0
265,0,1,15,0,1,4906,0,794
265,0,2,9,10,4,3670,2006,0
265,0,2,12,11,1,3709,5814,355
265,1,0,5,0,6,5613,0,5643
265,1,1,5,0,8,4045,335,16
265,1,1,2,0,3,2614,0,0
265,1,2,3,4,3,1227,4357,0
265,1,2,2,2,5,2110,4731,188
266,0,0,23,14,2,6128,0,6246
266,0,1,16,4,2,4182,205,0
266,0,1,24,1,2,7795,0,0
266,0,2,13,17,2,2633,5401,0
266,0,2,5,12,3,1068,6473,527
266,1,0,8,1,5,6422,182,4553
266,1,1,4,0,7,4803,0,100
266,1,1,4,0,8,3483,0,0
266,1,2,1,2,4,1915,4361,318
266,1,2,0,0,8,1909,3375,1381
267,0,0,22,11,0,7652,0,5212
267,0,1,22,0,4,7527,0,21
267,0,1,14,3,2,6235,273,1042
267,0,2,16,14,0,3033,8121,454
267,0,2,1,23,0,212,10165,841
267,1,0,3,0,8,7118,0,5653
267,1,1,3,0,6,8946,0,0
267,1,1,2,0,8,5197,871,1833
267,1,2,1,0,6,2604,3343,0
267,1,2,0,4,5,293,6494,0
268,0,0,18,2,1,6229,0,5604
268,0,1,12,5,1,3396,214,5
268,0,1,14,1,3,4249,575,0
268,0,2,10,13,2,2461,4031,379
268,0,2,19,12,0,4262,3740,244
268,1,0,0,0,5,3445,174,3105
268,1,1,5,1,7,4780,0,67
268,1,1,5,0,6,3420,0,0
268,1,2,2,2,7,1293,4021,0
268,1,2,0,1,4,940,4098,0
269,0,0,30,10,12,15085,0,25868
269,0,1,27,0,3,8917,0,0
269,0,1,31,0,8,17721,102,1356
269,0,2,11,32,4,3597,16414,1169
269,0,2,22,22,8,8632,12240,403
269,1,0,21,9,10,16449,2762,7278
269,1,1,20,4,12,14014,0,2780
269,1,1,25,6,9,12116,670,1934
269,1,2,14,16,7,4297,10188,539
269,1,2,14,9,12,4102,13561,1132
270,0,0,23,4,4,12243,449,7044
270,0,1,20,0,3,9050,0,0
270,0,1,20,10,5,7858,117,0
270,0,2,10,9,6,2843,4308,541
270,0,2,7,15,3,3000,6563,90
270,1,0,14,5,6,8880,0,7930
270,1,1,10,1,7,6067,605,492
270,1,1,16,1,6,8754,0,47
270,1,2,2,15,8,999,8843,648
270,1,2,3,12,7,1856,8388,495
271,0,0,25,11,0,8898,0,12315
271,0,1,22,1,6,8967,973,0
271,0,1,20,0,7,7435,0,1057
271,0,2,8,21,5,2645,7601,532
271,0,2,9,25,2,1642,11457,0
271,1,0,15,3,6,8631,339,6434
271,1,1,3,0,9,5022,354,14
271,1,1,13,2,8,9263,0,0
271,1,2,3,4,4,2843,5664,372
271,1,2,6,5,7,4543,7838,0
272,0,0,26,13,6,11387,0,6307
272,0,1,23,1,5,6387,0,0
272,0,1,20,1,8,10129,1755,0
272,0,2,15,13,6,5662,6470,707
272,0,2,18,16,1,4901,9205,1577
272,1,0,18,3,6,11856,0,14806
272,1,1,13,0,6,8005,0,1821
272,1,1,14,0,7,10377,0,89
272,1,2,8,11,8,3117,7560,708
272,1,2,8,12,7,2119,12592,200
273,0,0,21,5,5,11559,0,15594
273,0,1,17,1,10,9205,646,145
273,0,1,19,1,10,10040,0,0
273,0,2,8,14,6,2315,9726,671
273,0,2,9,12,6,4428,9027,1054
273,1,0,24,11,8,11545,0,9993
273,1,1,22,0,7,9248,67,2184
273,1,1,25,0,6,9877,1545,0
273,1,2,13,12,7,3977,7723,0
273,1,2,7,14,6,1958,10770,878
274,0,0,26,10,2,4936,0,6027
274,0,1,24,2,1,8561,241,915
274,0,1,19,4,2,8155,0,0
274,0,2,7,15,2,1425,4860,708
274,0,2,1,16,3,268,7387,0
274,1,0,5,1,5,6063,0,5142
274,1,1,4,0,6,5138,162,0
274,1,1,5,1,8,5348,24,1259
274,1,2,6,4,7,2788,5941,0
274,1,2,2,2,6,1664,4774,0
275,0,0,42,8,9,15957,368,9703
275,0,1,34,0,11,13600,0,2080
275,0,1,36,4,7,15495,0,122
275,0,2,33,29,2,8136,11184,257
275,0,2,13,31,11,3221,11678,413
275,1,0,19,5,12,13021,187,13831
275,1,1,26,2,10,11911,87,3069
275,1,1,22,6,12,12664,1026,2716
275,1,2,8,16,13,4018,10173,823
275,1,2,15,16,11,5258,15921,0
276,0,0,31,13,5,11508,378,3885
276,0,1,25,0,5,6604,0,0
276,0,1,23,4,13,6325,0,9
276,0,2,15,23,5,3362,6501,361
276,0,2,16,21,7,4921,7069,1611
276,1,0,21,3,12,11310,0,13374
276,1,1,17,0,14,8589,0,0
276,1,1,15,3,10,6323,75,17
276,1,2,8,12,13,4034,4996,289
276,1,2,3,1,1,406,186,0
277,0,0,13,1,0,7117,242,5422
277,0,1,10,0,1,2722,0,0
277,0,1,12,3,1,2763,0,0
277,0,2,3,8,1,1785,4185,307
277,0,2,8,14,0,2550,4369,0
277,1,0,1,1,5,3797,0,4887
277,1,1,1,0,4,2343,0,1092
277,1,1,3,1,2,3498,611,0
277,1,2,1,1,4,1316,4451,370
277,1,2,1,1,4,1406,3038,0
278,0,0,28,3,11,16982,0,24614
278,0,1,41,7,7,19583,0,0
278,0,1,26,3,20,15165,1377,2814
278,0,2,25,18,14,10937,15317,0
278,0,2,12,43,4,3907,20015,0
278,1,0,25,7,10,14588,99,7786
278,1,1,29,4,13,18468,0,1674
278,1,1,22,3,14,13580,0,435
278,1,2,16,24,10,6402,17196,714
278,1,2,32,19,17,14246,7173,0
279,0,0,32,5,5,14708,0,19930
279,0,1,28,2,8,12440,548,662
279,0,1,15,2,8,9566,1265,0
279,0,2,11,11,10,3310,7797,926
279,0,2,9,22,9,3591,14055,518
279,1,0,28,9,6,16891,1514,8686
279,1,1,27,0,6,10733,0,0
279,1,1,22,3,9,8866,306,242
279,1,2,8,10,12,5440,7679,296
279,1,2,4,17,9,2069,10483,395
280,0,0,20,6,3,5592,4502,3416
280,0,1,24,11,2,9419,0,0
280,0,1,24,1,5,6553,96,0
280,0,2,13,9,6,4976,4187,155
280,0,2,8,15,2,3320,7823,0
280,1,0,8,0,5,7461,0,9982
280,1,1,8,0,9,7083,491,0
280,1,1,10,1,10,5351,0,0
280,1,2,5,5,10,3450,4216,38
280,1,2,8,2,10,3553,6848,0
281,0,0,30,13,0,16458,0,14351
281,0,1,24,0,6,13686,0,111
281,0,1,21,6,10,8746,147,224
281,0,2,4,21,4,1418,13542,0
281,0,2,10,22,3,5640,10188,0
281,1,0,8,2,7,11767,2034,11377
281,1,1,15,0,15,8559,476,44
281,1,1,13,0,3,9492,0,1405
281,1,2,6,6,7,5018,9020,0
281,1,2,3,7,9,2942,10824,319
282,0,0,19,8,0,7179,0,10085
282,0,1,11,2,6,5240,526,657
282,0,1,19,1,4,7406,0,997
282,0,2,15,9,3,5352,8289,0
282,0,2,3,10,3,1357,9317,297
282,1,0,7,0,7,7747,0,7186
282,1,1,7,1,3,9659,0,0
282,1,1,11,0,6,6769,0,919
282,1,2,6,6,5,3118,6317,0
282,1,2,2,7,4,825,8391,36
283,0,0,40,21,1,13935,0,16631
283,0,1,30,0,10,13609,46,898
283,0,1,18,0,10,9162,0,185
283,0,2,20,38,7,4340,14523,5146
283,0,2,20,31,6,3471,17020,1368
283,1,0,11,5,10,15939,326,9853
283,1,1,15,0,12,10208,0,3805
283,1,1,23,0,11,16090,0,114
283,1,2,4,15,10,3248,9598,166
283,1,2,14,19,10,8262,11506,3191
284,0,0,21,4,2,10452,0,11473
284,0,1,15,5,3,7354,0,0
284,0,1,15,0,3,7589,0,0
284,0,2,7,10,5,3016,5951,544
284,0,2,7,13,4,3851,7487,663
284,1,0,10,5,4,7264,5,5440
284,1,1,6,0,6,6152,0,306
284,1,1,10,1,7,6642,0,270
