INDEX_1,INDEX_2,TEAM,ROLE,E,A,D,DMG,H,MIT
267,6,2,TANK,42,10,3,14956,0,6819
267,7,2,DAMAGE,34,2,7,13563,1057,17
267,8,2,DAMAGE,43,2,4,11353,625,1712
267,9,2,SUPPORT,20,17,5,7386,8108,250
267,10,2,SUPPORT,0,40,5,0,11446,0
268,1,1,TANK,27,3,14,13440,0,19058
268,2,1,DAMAGE,22,1,14,15951,0,454
268,3,1,DAMAGE,20,11,10,13884,1583,2342
268,4,1,SUPPORT,13,17,11,5028,8322,1719
268,5,1,SUPPORT,20,27,9,3600,15997,456
268,6,2,TANK,40,7,6,15459,225,14889
268,7,2,DAMAGE,25,3,6,9394,665,0
268,8,2,DAMAGE,32,0,9,19190,182,1753
268,9,2,SUPPORT,23,37,6,6737,14856,930
268,10,2,SUPPORT,18,28,12,6732,13498,5219
269,1,1,TANK,0,0,6,2907,0,3113
269,2,1,DAMAGE,0,0,2,3697,0,0
269,3,1,DAMAGE,2,0,9,2314,0,0
269,4,1,SUPPORT,1,0,3,2874,2243,100
269,5,1,SUPPORT,0,1,2,0,2918,0
269,6,2,TANK,11,1,0,5639,1509,48
269,7,2,DAMAGE,9,4,1,4262,0,0
269,8,2,DAMAGE,10,1,1,4439,0,0
269,9,2,SUPPORT,4,5,0,1549,2847,0
269,10,2,SUPPORT,3,7,0,870,4540,0
270,1,1,TANK,24,6,7,10184,0,11571
270,2,1,DAMAGE,26,5,15,13256,0,124
270,3,1,DAMAGE,24,0,12,14517,0,1567
270,4,1,SUPPORT,11,17,10,6046,8693,406
270,5,1,SUPPORT,2,19,13,775,10155,0
270,6,2,TANK,29,5,7,13866,0,11501
270,7,2,DAMAGE,38,3,11,14709,249,37
270,8,2,DAMAGE,27,2,11,12957,102,606
270,9,2,SUPPORT,14,24,8,4722,12264,120
270,10,2,SUPPORT,16,18,5,7581,10892,326
271,1,1,TANK,16,4,7,9754,311,10268
271,2,1,DAMAGE,19,0,7,10322,1102,0
271,3,1,DAMAGE,22,8,8,11383,0,0
271,4,1,SUPPORT,16,20,2,4037,12539,555
271,5,1,SUPPORT,14,15,4,4354,9496,503
271,6,2,TANK,16,3,7,12947,290,16797
271,7,2,DAMAGE,11,1,7,8587,0,98
271,8,2,DAMAGE,17,0,7,10797,0,2170
271,9,2,SUPPORT,7,13,7,4538,9364,35
271,10,2,SUPPORT,10,17,6,2651,9837,797
272,1,1,TANK,19,2,5,9278,0,8160
272,2,1,DAMAGE,13,0,2,5110,0,0
272,3,1,DAMAGE,12,2,9,6695,0,2020
272,4,1,SUPPORT,9,10,7,4060,10789,0
272,5,1,SUPPORT,16,11,6,4426,9174,76
272,6,2,TANK,13,5,5,9462,0,11247
272,7,2,DAMAGE,17,1,3,9870,0,0
272,8,2,DAMAGE,14,0,9,8583,41,936
272,9,2,SUPPORT,7,12,6,2716,9601,0
272,10,2,SUPPORT,11,6,6,8873,5483,0
273,1,1,TANK,6,1,2,7271,0,5436
273,2,1,DAMAGE,7,1,7,6826,375,330
273,3,1,DAMAGE,6,0,7,4992,0,88
273,4,1,SUPPORT,4,7,5,2668,5848,1075
273,5,1,SUPPORT,5,7,5,2785,6529,0
273,6,2,TANK,19,3,3,9250,282,7510
273,7,2,DAMAGE,12,3,3,7920,1052,0
273,8,2,DAMAGE,16,0,4,6504,0,631
273,9,2,SUPPORT,7,13,1,3246,6743,1846
273,10,2,SUPPORT,2,5,3,2351,5299,618
274,1,1,TANK,26,12,10,17931,0,21948
274,2,1,DAMAGE,17,0,11,13860,0,325
274,3,1,DAMAGE,15,3,14,12027,0,1455
274,4,1,SUPPORT,9,12,7,5478,11666,1414
274,5,1,SUPPORT,15,16,9,6156,16652,1875
274,6,2,TANK,30,2,6,17043,0,23004
274,7,2,DAMAGE,24,1,13,12465,0,2254
274,8,2,DAMAGE,33,2,5,17888,385,86
274,9,2,SUPPORT,17,25,7,7861,13243,1116
274,10,2,SUPPORT,16,21,4,5437,15862,1871
275,1,1,TANK,1,0,4,3034,0,4890
275,2,1,DAMAGE,1,0,2,1770,0,0
275,3,1,DAMAGE,0,0,7,1610,344,60
275,4,1,SUPPORT,0,1,4,1169,5573,0
275,5,1,SUPPORT,1,1,5,3373,2680,0
275,6,2,TANK,13,2,0,5712,0,5346
275,7,2,DAMAGE,12,8,0,4809,40,440
275,8,2,DAMAGE,17,0,1,6824,0,0
275,9,2,SUPPORT,5,8,0,2160,3984,6
275,10,2,SUPPORT,8,13,0,2545,3188,0
276,1,1,TANK,20,2,6,11055,0,13104
276,2,1,DAMAGE,14,2,9,8248,461,1734
276,3,1,DAMAGE,20,0,7,12103,409,2650
276,4,1,SUPPORT,3,9,8,3279,7968,537
276,5,1,SUPPORT,0,17,7,0,12483,0
276,6,2,TANK,22,3,6,13050,0,13665
276,7,2,DAMAGE,23,0,9,13357,0,207
276,8,2,DAMAGE,19,5,7,12900,918,0
276,9,2,SUPPORT,6,17,5,2968,7486,483
276,10,2,SUPPORT,9,10,5,4827,7817,120
277,1,1,TANK,23,2,10,21438,0,12682
277,2,1,DAMAGE,13,5,10,10768,0,1186
277,3,1,DAMAGE,13,1,15,9285,0,2625
277,4,1,SUPPORT,14,15,11,4933,8792,771
277,5,1,SUPPORT,12,16,5,7420,12795,183
277,6,2,TANK,14,3,7,8316,0,16146
277,7,2,DAMAGE,29,0,8,14876,0,1395
277,8,2,DAMAGE,22,5,3,12674,0,0
277,9,2,SUPPORT,15,24,4,3338,18451,2346
277,10,2,SUPPORT,15,24,8,7258,14750,308
278,1,1,TANK,2,2,3,3045,459,1831
278,2,1,DAMAGE,5,0,2,3220,0,0
278,3,1,DAMAGE,6,0,4,3916,0,80
278,4,1,SUPPORT,6,3,5,3245,372,0
278,5,1,SUPPORT,1,7,3,1581,3184,376
278,6,2,TANK,12,3,1,3544,700,3117
278,7,2,DAMAGE,9,0,3,3269,692,0
278,8,2,DAMAGE,7,0,2,2635,0,5
278,9,2,SUPPORT,8,11,1,2161,4698,415
278,10,2,SUPPORT,4,5,2,1694,2679,117
279,1,1,TANK,20,13,4,10509,0,23316
279,2,1,DAMAGE,24,0,11,10659,579,1889
279,3,1,DAMAGE,17,1,9,12692,0,79
279,4,1,SUPPORT,5,15,9,1720,13099,883
279,5,1,SUPPORT,15,17,10,6564,11678,403
279,6,2,TANK,30,5,9,12903,1398,11829
279,7,2,DAMAGE,25,1,7,12164,1502,0
279,8,2,DAMAGE,22,3,8,11981,0,0
279,9,2,SUPPORT,5,22,5,1821,9966,1390
279,10,2,SUPPORT,14,9,7,6265,6695,629
280,1,1,TANK,25,8,9,13375,2581,7180
280,2,1,DAMAGE,25,1,11,17271,0,436
280,3,1,DAMAGE,18,2,14,11538,746,357
280,4,1,SUPPORT,13,15,5,7232,17778,352
280,5,1,SUPPORT,16,17,9,5898,12565,528
280,6,2,TANK,32,9,10,19649,0,15161
280,7,2,DAMAGE,22,0,10,14016,473,650
280,8,2,DAMAGE,27,5,8,15164,305,172
280,9,2,SUPPORT,0,32,5,300,19991,0
280,10,2,SUPPORT,24,14,6,8551,11191,1576
281,1,1,TANK,23,5,11,14628,0,19062
281,2,1,DAMAGE,24,0,4,10791,0,0
281,3,1,DAMAGE,22,6,7,9489,206,692
281,4,1,SUPPORT,8,9,12,4556,5627,627
281,5,1,SUPPORT,12,13,12,5190,11728,2340
281,6,2,TANK,31,8,4,14820,3356,3122
281,7,2,DAMAGE,25,0,7,13635,1943,200
281,8,2,DAMAGE,29,8,11,9103,328,2730
281,9,2,SUPPORT,13,23,10,2604,9984,193
281,10,2,SUPPORT,10,20,7,2174,9353,0
282,1,1,TANK,18,5,5,6461,0,7779
282,2,1,DAMAGE,18,1,9,8846,835,0
282,3,1,DAMAGE,15,3,8,8575,0,0
282,4,1,SUPPORT,7,13,6,2788,7484,646
282,5,1,SUPPORT,8,10,8,2348,7312,0
282,6,2,TANK,17,9,4,9844,0,7837
282,7,2,DAMAGE,19,1,5,11586,0,41
282,8,2,DAMAGE,22,0,10,9788,0,1734
282,9,2,SUPPORT,7,14,5,3037,7269,3200
282,10,2,SUPPORT,7,16,5,3075,8642,792
283,1,1,TANK,12,2,6,7249,0,13384
283,2,1,DAMAGE,6,0,8,5208,0,131
283,3,1,DAMAGE,12,2,7,6307,0,0
283,4,1,SUPPORT,7,8,3,3148,7373,102
283,5,1,SUPPORT,5,7,8,2771,5767,1347
283,6,2,TANK,17,5,5,10883,0,9397
283,7,2,DAMAGE,16,1,3,8510,0,0
283,8,2,DAMAGE,13,2,6,5514,0,843
283,9,2,SUPPORT,12,10,4,2459,4412,522
283,10,2,SUPPORT,13,13,4,2908,8484,415
284,1,1,TANK,26,6,9,15242,0,12083
284,2,1,DAMAGE,31,1,7,12086,430,263
284,3,1,DAMAGE,20,0,5,9910,0,0
284,4,1,SUPPORT,16,18,8,5509,8933,4380
284,5,1,SUPPORT,19,12,8,4317,12815,932
284,6,2,TANK,21,6,5,15342,1101,10192
284,7,2,DAMAGE,19,0,8,9998,1650,638
284,8,2,DAMAGE,19,1,8,9806,584,364
284,9,2,SUPPORT,9,17,11,3989,10666,41
284,10,2,SUPPORT,15,18,9,3307,14111,99
285,1,1,TANK,16,5,8,9767,411,9398
285,2,1,DAMAGE,13,5,7,7185,422,59
285,3,1,DAMAGE,9,0,9,6416,792,399
285,4,1,SUPPORT,5,7,4,3848,5079,204
285,5,1,SUPPORT,5,7,5,3045,6452,357
285,6,2,TANK,21,4,1,9271,0,12534
285,7,2,DAMAGE,16,1,6,7139,997,120
285,8,2,DAMAGE,15,0,8,8701,953,36
285,9,2,SUPPORT,14,17,3,3371,9036,40
285,10,2,SUPPORT,8,13,5,1983,6753,369
286,1,1,TANK,9,0,9,9399,2396,1961
286,2,1,DAMAGE,15,4,6,9101,0,0
286,3,1,DAMAGE,16,2,10,8270,0,832
286,4,1,SUPPORT,6,12,6,2846,10254,411
286,5,1,SUPPORT,12,3,10,6500,8545,0
286,6,2,TANK,28,5,4,13067,0,8912
286,7,2,DAMAGE,23,0,5,10097,2623,0
286,8,2,DAMAGE,23,3,7,7989,0,0
286,9,2,SUPPORT,14,21,4,4064,8871,1371
286,10,2,SUPPORT,18,21,3,4923,9520,0
287,1,1,TANK,20,4,5,9610,0,14174
287,2,1,DAMAGE,16,0,10,9175,0,1304
287,3,1,DAMAGE,17,5,8,12190,0,0
287,4,1,SUPPORT,10,15,10,2789,12552,45
287,5,1,SUPPORT,5,14,8,4550,13557,0
287,6,2,TANK,28,12,6,13463,0,12541
287,7,2,DAMAGE,22,4,3,10082,494,0
287,8,2,DAMAGE,21,3,6,12749,1513,241
287,9,2,SUPPORT,16,22,6,4891,12051,1222
287,10,2,SUPPORT,16,12,6,6152,8229,183
288,1,1,TANK,9,3,10,8962,1928,7326
288,2,1,DAMAGE,11,2,10,5420,0,0
288,3,1,DAMAGE,9,0,4,6742,0,303
288,4,1,SUPPORT,7,5,3,3984,8956,540
288,5,1,SUPPORT,7,2,9,3278,7993,1582
288,6,2,TANK,27,6,1,10816,0,16844
288,7,2,DAMAGE,20,1,7,8875,0,138
288,8,2,DAMAGE,26,12,4,12107,247,3416
288,9,2,SUPPORT,12,19,6,3702,8018,0
288,10,2,SUPPORT,11,18,2,4711,7414,657
289,1,1,TANK,12,2,5,9716,0,9565
289,2,1,DAMAGE,11,2,5,5435,0,0
289,3,1,DAMAGE,11,0,7,11094,0,814
289,4,1,SUPPORT,10,7,7,5652,6917,483
289,5,1,SUPPORT,7,6,6,2867,9749,495
289,6,2,TANK,19,3,3,11579,3029,2673
289,7,2,DAMAGE,20,0,8,8564,0,258
289,8,2,DAMAGE,14,2,6,7783,572,0
289,9,2,SUPPORT,6,12,3,3465,9412,523
289,10,2,SUPPORT,4,14,4,2389,8643,17
290,1,1,TANK,9,1,6,11041,0,13862
290,2,1,DAMAGE,9,2,8,5294,133,0
290,3,1,DAMAGE,4,0,7,4336,0,27
290,4,1,SUPPORT,4,5,8,3257,4665,596
290,5,1,SUPPORT,5,6,8,2862,6076,0
290,6,2,TANK,22,9,4,9978,0,5809
290,7,2,DAMAGE,21,0,2,8176,0,1573
290,8,2,DAMAGE,16,3,1,7419,0,0
290,9,2,SUPPORT,6,11,3,754,7229,233
290,10,2,SUPPORT,7,20,2,2082,8502,0
291,1,1,TANK,10,0,6,7924,0,10147
291,2,1,DAMAGE,6,1,6,6696,0,0
291,3,1,DAMAGE,8,0,8,4385,0,192
291,4,1,SUPPORT,6,9,7,1866,4993,494
291,5,1,SUPPORT,9,5,5,3528,5452,260
291,6,2,TANK,23,5,2,8585,0,10127
291,7,2,DAMAGE,20,0,2,5939,0,0
291,8,2,DAMAGE,16,4,5,5624,1678,987
291,9,2,SUPPORT,9,15,2,3288,7864,958
291,10,2,SUPPORT,13,12,4,2775,4771,576
292,1,1,TANK,5,2,3,4190,0,2808
292,2,1,DAMAGE,19,0,6,11235,0,752
292,3,1,DAMAGE,19,7,9,9863,0,170
292,4,1,SUPPORT,9,7,11,5078,5974,66
292,5,1,SUPPORT,12,18,7,4338,11789,239
292,6,2,TANK,28,5,4,13026,0,18295
292,7,2,DAMAGE,22,1,11,11087,17,871
292,8,2,DAMAGE,25,0,4,9127,0,0
292,9,2,SUPPORT,0,20,8,334,13721,0
292,10,2,SUPPORT,11,13,6,5291,8923,260
293,1,1,TANK,15,3,3,6266,0,11930
293,2,1,DAMAGE,15,7,11,5496,0,0
293,3,1,DAMAGE,14,2,9,8203,0,0
293,4,1,SUPPORT,0,17,6,250,7352,0
293,5,1,SUPPORT,8,14,7,1679,6558,353
293,6,2,TANK,19,0,3,8582,0,6487
293,7,2,DAMAGE,15,0,8,5729,0,80
293,8,2,DAMAGE,13,1,7,6554,456,0
293,9,2,SUPPORT,5,3,7,5320,3367,0
293,10,2,SUPPORT,10,6,5,2096,3903,72
294,1,1,TANK,22,4,8,17285,7860,5249
294,2,1,DAMAGE,18,5,7,19710,924,0
294,3,1,DAMAGE,26,3,6,13507,0,0
294,4,1,SUPPORT,6,27,7,1927,16570,0
294,5,1,SUPPORT,18,11,8,9070,9354,454
294,6,2,TANK,16,3,10,18012,2639,11152
294,7,2,DAMAGE,13,3,11,10101,318,1368
294,8,2,DAMAGE,24,3,5,15228,0,170
294,9,2,SUPPORT,19,10,9,8177,11322,0
294,10,2,SUPPORT,4,8,9,3087,14263,977
295,1,1,TANK,10,1,11,5172,0,7495
295,2,1,DAMAGE,13,0,9,5306,0,554
295,3,1,DAMAGE,11,2,11,7034,1097,0
295,4,1,SUPPORT,5,11,5,2549,5036,487
295,5,1,SUPPORT,8,8,3,2328,5835,292
295,6,2,TANK,26,6,2,8668,0,4968
295,7,2,DAMAGE,24,0,2,8597,0,254
295,8,2,DAMAGE,20,0,7,6006,0,1151
295,9,2,SUPPORT,15,14,7,3530,3807,621
295,10,2,SUPPORT,11,21,3,3141,6162,284
296,1,1,TANK,14,4,6,8975,287,5092
296,2,1,DAMAGE,19,7,4,8222,0,0
296,3,1,DAMAGE,15,0,9,5561,0,735
296,4,1,SUPPORT,14,10,8,4412,5940,0
296,5,1,SUPPORT,11,7,6,3451,6870,0
296,6,2,TANK,18,0,4,7936,0,7105
296,7,2,DAMAGE,17,0,7,6773,0,751
296,8,2,DAMAGE,20,6,5,7120,1385,3727
296,9,2,SUPPORT,8,14,4,2807,7760,1671
296,10,2,SUPPORT,14,17,5,5232,8504,30
297,1,1,TANK,10,1,5,5766,0,9771
297,2,1,DAMAGE,7,0,8,4280,885,535
297,3,1,DAMAGE,4,0,5,3826,0,38
297,4,1,SUPPORT,6,4,8,2145,3499,0
297,5,1,SUPPORT,0,6,3,1195,4601,1944
297,6,2,TANK,21,7,1,4988,0,6193
297,7,2,DAMAGE,11,0,4,3563,0,0
297,8,2,DAMAGE,17,0,3,5858,0,418
297,9,2,SUPPORT,22,8,1,6574,4744,311
297,10,2,SUPPORT,1,8,5,748,4130,178
298,1,1,TANK,21,8,10,11208,2617,8184
298,2,1,DAMAGE,20,0,11,9138,1095,90
298,3,1,DAMAGE,25,7,13,10915,418,0
298,4,1,SUPPORT,11,9,9,3382,8596,611
298,5,1,SUPPORT,14,7,10,5640,7044,0
298,6,2,TANK,28,7,10,12977,0,11981
298,7,2,DAMAGE,28,5,9,10288,127,901
298,8,2,DAMAGE,26,0,9,9522,0,220
298,9,2,SUPPORT,21,17,6,5394,10537,308
298,10,2,SUPPORT,10,12,9,4934,8013,110
299,1,1,TANK,25,6,8,11276,0,7721
299,2,1,DAMAGE,25,0,4,7528,0,0
299,3,1,DAMAGE,17,2,11,12213,0,288
299,4,1,SUPPORT,12,13,12,2946,8467,1382
299,5,1,SUPPORT,16,24,9,6181,14934,0
299,6,2,TANK,29,5,8,12875,98,13387
299,7,2,DAMAGE,28,0,7,12405,1468,90
299,8,2,DAMAGE,25,5,5,7763,89,196
299,9,2,SUPPORT,27,19,6,7477,11826,0
299,10,2,SUPPORT,8,17,10,3434,8847,486
300,1,1,TANK,13,3,2,7719,0,10963
300,2,1,DAMAGE,9,1,7,4328,70,0
300,3,1,DAMAGE,4,0,10,5910,845,149
300,4,1,SUPPORT,6,4,7,4738,7087,358
300,5,1,SUPPORT,2,12,8,1360,7392,0
300,6,2,TANK,23,8,2,10991,0,6197
300,7,2,DAMAGE,11,1,5,8849,0,0
300,8,2,DAMAGE,13,0,6,5569,387,232
300,9,2,SUPPORT,10,15,3,2747,6163,230
300,10,2,SUPPORT,11,13,3,2717,7885,0
301,1,1,TANK,1,0,5,4088,0,6811
301,2,1,DAMAGE,0,0,4,2213,762,635
301,3,1,DAMAGE,2,0,4,3504,0,0
301,4,1,SUPPORT,1,2,3,1082,3753,251
301,5,1,SUPPORT,0,2,3,613,4317,0
301,6,2,TANK,10,3,1,4400,0,8231
301,7,2,DAMAGE,14,2,1,3816,0,0
301,8,2,DAMAGE,12,2,1,5248,0,0
301,9,2,SUPPORT,9,7,0,3793,2973,0
301,10,2,SUPPORT,1,5,0,253,4944,529
302,1,1,TANK,28,9,4,13542,0,14422
302,2,1,DAMAGE,15,6,3,6984,0,0
302,3,1,DAMAGE,26,1,5,10154,917,5742
302,4,1,SUPPORT,9,18,5,2179,12018,0
302,5,1,SUPPORT,16,19,6,5715,8467,1224
302,6,2,TANK,10,2,8,9646,0,11107
302,7,2,DAMAGE,12,0,7,7159,1142,18
302,8,2,DAMAGE,12,0,7,9795,900,561
302,9,2,SUPPORT,4,11,8,2827,5894,707
302,10,2,SUPPORT,7,12,7,5672,10010,4006
303,1,1,TANK,8,1,11,6580,2018,5982
303,2,1,DAMAGE,12,5,6,10110,174,1284
303,3,1,DAMAGE,7,1,8,8494,241,430
303,4,1,SUPPORT,7,10,5,2106,8087,2128
303,5,1,SUPPORT,7,6,8,3157,10154,931
303,6,2,TANK,16,5,5,10884,0,13116
303,7,2,DAMAGE,27,2,2,15119,0,0
303,8,2,DAMAGE,20,5,5,11205,0,178
303,9,2,SUPPORT,6,7,3,3140,7454,0
303,10,2,SUPPORT,7,21,3,2368,8759,687
304,1,1,TANK,16,3,5,11642,0,15849
304,2,1,DAMAGE,12,2,12,8534,0,421
304,3,1,DAMAGE,11,1,10,7216,0,234
304,4,1,SUPPORT,8,8,5,4286,4820,548
304,5,1,SUPPORT,6,14,9,1415,11795,0
304,6,2,TANK,27,5,4,11356,0,15258
304,7,2,DAMAGE,20,0,8,9663,928,276
304,8,2,DAMAGE,17,5,5,9389,0,0
304,9,2,SUPPORT,6,13,4,3610,10529,1852
304,10,2,SUPPORT,12,14,4,5255,8803,493
305,1,1,TANK,18,2,7,6628,468,4687
305,2,1,DAMAGE,9,0,6,5715,0,0
305,3,1,DAMAGE,10,2,9,4359,0,0
305,4,1,SUPPORT,21,9,9,7123,4094,0
305,5,1,SUPPORT,7,12,7,2058,6773,212
305,6,2,TANK,21,3,5,7279,183,4099
305,7,2,DAMAGE,24,2,6,7715,0,33
305,8,2,DAMAGE,17,6,9,5494,454,0
305,9,2,SUPPORT,12,12,4,4629,5916,420
305,10,2,SUPPORT,11,18,4,2636,6394,0
306,1,1,TANK,15,3,7,8313,536,5024
306,2,1,DAMAGE,16,1,10,5964,552,0
306,3,1,DAMAGE,15,0,7,5476,0,415
306,4,1,SUPPORT,9,3,2,2718,4254,0
306,5,1,SUPPORT,7,15,10,2500,3961,0
306,6,2,TANK,22,1,4,8076,0,7813
306,7,2,DAMAGE,17,2,5,6729,0,84
306,8,2,DAMAGE,17,1,8,6122,0,555
306,9,2,SUPPORT,7,10,5,2862,5588,0
306,10,2,SUPPORT,12,15,4,2228,7974,546
307,1,1,TANK,10,2,5,6029,0,9015
307,2,1,DAMAGE,11,4,6,3867,131,0
307,3,1,DAMAGE,7,2,9,5314,0,214
307,4,1,SUPPORT,3,6,7,1257,3367,1592
307,5,1,SUPPORT,7,7,5,2050,4689,0
307,6,2,TANK,19,3,4,5051,4,2447
307,7,2,DAMAGE,18,2,3,6525,0,1011
307,8,2,DAMAGE,20,0,3,4706,0,0
307,9,2,SUPPORT,10,13,4,2469,4808,0
307,10,2,SUPPORT,11,8,4,2397,2158,938
308,1,1,TANK,12,1,10,14447,1798,7832
308,2,1,DAMAGE,12,0,8,7301,0,0
308,3,1,DAMAGE,16,1,13,12237,0,1182
308,4,1,SUPPORT,3,15,9,411,17550,0
308,5,1,SUPPORT,6,12,10,3666,13070,576
308,6,2,TANK,31,12,2,17294,0,6921
308,7,2,DAMAGE,30,0,9,13396,235,124
308,8,2,DAMAGE,28,6,6,12635,0,85
308,9,2,SUPPORT,12,33,3,4438,13259,0
308,10,2,SUPPORT,16,22,7,5754,11992,467
309,1,1,TANK,21,6,6,9347,0,18153
309,2,1,DAMAGE,22,1,11,10524,752,3029
309,3,1,DAMAGE,28,0,12,12315,221,286
309,4,1,SUPPORT,19,20,8,8236,11448,1031
309,5,1,SUPPORT,6,13,11,1854,10386,562
309,6,2,TANK,34,4,7,12506,527,7020
309,7,2,DAMAGE,26,0,11,12606,333,780
309,8,2,DAMAGE,22,4,9,10918,0,299
309,9,2,SUPPORT,7,15,9,4818,5721,1049
309,10,2,SUPPORT,15,19,6,4411,10712,0
310,1,1,TANK,19,4,9,12136,396,17135
310,2,1,DAMAGE,21,3,6,12453,0,0
310,3,1,DAMAGE,30,0,8,13175,0,1107
310,4,1,SUPPORT,9,18,13,3913,14096,16
310,5,1,SUPPORT,18,14,12,9313,11619,1017
310,6,2,TANK,31,11,6,16760,0,10542
310,7,2,DAMAGE,22,6,10,13776,387,117
310,8,2,DAMAGE,25,4,12,11872,459,3458
310,9,2,SUPPORT,13,24,7,4920,15437,532
310,10,2,SUPPORT,13,22,10,4678,12720,1045
311,1,1,TANK,26,4,8,10715,326,10933
311,2,1,DAMAGE,15,1,7,11429,757,0
311,3,1,DAMAGE,15,3,9,8526,0,47
311,4,1,SUPPORT,19,11,2,5779,9826,0
311,5,1,SUPPORT,14,12,7,6639,9268,2507
311,6,2,TANK,12,4,8,7486,1417,11660
311,7,2,DAMAGE,20,0,11,11851,0,688
311,8,2,DAMAGE,22,11,2,8869,806,0
311,9,2,SUPPORT,17,14,6,5705,10678,314
311,10,2,SUPPORT,16,17,8,6466,10064,0
312,1,1,TANK,7,2,5,5436,0,3040
312,2,1,DAMAGE,5,1,8,2705,0,54
312,3,1,DAMAGE,2,0,3,2306,748,944
312,4,1,SUPPORT,4,3,4,1691,3863,565
312,5,1,SUPPORT,3,3,7,1735,2537,1093
312,6,2,TANK,23,2,1,6881,20,2038
312,7,2,DAMAGE,15,7,2,3984,1459,2296
312,8,2,DAMAGE,8,0,6,2845,0,0
312,9,2,SUPPORT,15,11,1,2169,3580,0
312,10,2,SUPPORT,12,13,2,2590,2881,351
313,1,1,TANK,13,0,13,11491,0,16282
313,2,1,DAMAGE,12,0,10,12862,0,810
313,3,1,DAMAGE,17,2,10,11881,74,4182
313,4,1,SUPPORT,8,13,7,6039,11785,1128
313,5,1,SUPPORT,9,8,4,4268,9268,2163
313,6,2,TANK,30,10,7,13327,1358,8513
313,7,2,DAMAGE,19,2,4,11469,0,37
313,8,2,DAMAGE,19,0,5,10932,1401,623
313,9,2,SUPPORT,15,20,8,4313,10302,0
313,10,2,SUPPORT,20,18,4,4111,13049,1015
314,1,1,TANK,0,0,4,1830,0,6954
314,2,1,DAMAGE,1,0,7,2293,391,1547
314,3,1,DAMAGE,0,0,7,3079,0,2291
314,4,1,SUPPORT,0,0,6,719,4145,144
314,5,1,SUPPORT,0,0,4,976,2044,0
314,6,2,TANK,15,6,0,4814,0,3425
314,7,2,DAMAGE,11,1,1,5751,0,0
314,8,2,DAMAGE,11,1,0,3249,0,597
314,9,2,SUPPORT,7,8,0,1359,3198,0
314,10,2,SUPPORT,18,2,0,5266,2974,0
315,1,1,TANK,21,0,7,17503,0,19916
315,2,1,DAMAGE,12,6,10,8754,2148,4396
315,3,1,DAMAGE,26,2,10,21585,0,522
315,4,1,SUPPORT,13,16,9,7653,13828,0
315,5,1,SUPPORT,10,16,8,4460,12595,919
315,6,2,TANK,21,4,11,18136,1485,12802
315,7,2,DAMAGE,27,4,7,15627,891,0
315,8,2,DAMAGE,22,0,5,15336,0,2115
315,9,2,SUPPORT,5,13,6,3003,17439,419
315,10,2,SUPPORT,17,21,10,8013,14832,2787
316,1,1,TANK,22,4,4,8807,0,18795
316,2,1,DAMAGE,19,1,9,8971,0,0
316,3,1,DAMAGE,16,4,12,9065,439,0
316,4,1,SUPPORT,8,15,7,4883,8814,500
316,5,1,SUPPORT,14,24,5,7478,9561,0
316,6,2,TANK,19,3,6,10155,0,6343
316,7,2,DAMAGE,13,1,7,8748,478,0
316,8,2,DAMAGE,19,1,9,9269,107,851
316,9,2,SUPPORT,12,7,4,3952,14867,0
316,10,2,SUPPORT,11,11,7,3376,7930,817
317,1,1,TANK,23,5,11,14523,0,15025
317,2,1,DAMAGE,18,4,10,11272,0,0
317,3,1,DAMAGE,29,5,13,11682,9,759
317,4,1,SUPPORT,11,11,10,5603,14492,0
317,5,1,SUPPORT,12,24,9,8314,10792,2112
317,6,2,TANK,34,12,8,16642,0,14740
317,7,2,DAMAGE,27,5,8,15889,471,0
317,8,2,DAMAGE,29,4,8,10676,473,1991
317,9,2,SUPPORT,11,30,6,2844,16996,1774
317,10,2,SUPPORT,24,17,7,5977,9036,93
318,1,1,TANK,14,1,5,9646,996,3676
318,2,1,DAMAGE,7,0,9,5230,39,331
318,3,1,DAMAGE,8,2,7,6237,446,152
318,4,1,SUPPORT,7,9,2,2179,8730,1683
318,5,1,SUPPORT,7,9,7,2173,6165,1029
318,6,2,TANK,18,4,3,6538,0,4045
318,7,2,DAMAGE,18,5,4,7269,525,2585
318,8,2,DAMAGE,15,0,3,6964,0,1022
318,9,2,SUPPORT,10,18,4,1673,8394,0
318,10,2,SUPPORT,19,13,3,7711,7708,0
319,1,1,TANK,19,5,3,8971,0,12082
319,2,1,DAMAGE,17,2,8,8927,1261,123
319,3,1,DAMAGE,21,0,7,8250,0,1592
319,4,1,SUPPORT,11,10,9,4416,7611,1362
319,5,1,SUPPORT,13,13,8,7720,7186,0
319,6,2,TANK,15,3,8,11282,776,5960
319,7,2,DAMAGE,20,2,9,8493,1782,0
319,8,2,DAMAGE,18,4,6,6740,62,0
319,9,2,SUPPORT,17,13,6,3676,8174,47
319,10,2,SUPPORT,10,21,6,5151,9646,2288
320,1,1,TANK,34,9,12,11038,0,12134
320,2,1,DAMAGE,30,2,6,9248,924,2217
320,3,1,DAMAGE,30,3,12,13772,802,12145
320,4,1,SUPPORT,22,21,9,5657,8655,1123
320,5,1,SUPPORT,14,27,13,2681,12848,0
320,6,2,TANK,25,7,11,12716,0,5536
320,7,2,DAMAGE,26,5,13,11540,1314,0
320,8,2,DAMAGE,24,0,12,13918,811,0
