INDEX,TEAM,ROLE,E,A,D,DMG,H,MIT
58,2,TANK,38,12,4,14203,549,10479
59,1,TANK,21,2,7,11491,0,15412
59,1,DAMAGE,23,1,15,11041,0,268
59,1,DAMAGE,25,1,9,13574,1125,0
59,1,SUPPORT,9,16,7,4155,8716,378
59,1,SUPPORT,2,25,7,240,12712,865
59,2,SUPPORT,4,13,11,1712,10017,401
59,2,DAMAGE,25,8,9,10727,286,982
59,2,TANK,20,3,7,14119,0,6721
59,2,SUPPORT,10,21,4,2034,14057,277
59,2,DAMAGE,28,9,8,9879,0,0
60,1,TANK,15,6,7,11094,480,6712
60,1,DAMAGE,8,4,3,6458,0,3003
60,1,DAMAGE,13,4,8,9257,75,0
60,1,SUPPORT,14,7,7,4807,6770,502
60,1,SUPPORT,6,9,7,3871,9352,2837
60,2,SUPPORT,3,23,1,829,12903,444
60,2,DAMAGE,20,0,7,8506,962,515
60,2,DAMAGE,19,7,6,7450,530,0
60,2,SUPPORT,6,16,3,3894,6718,529
60,2,TANK,18,8,5,8168,0,6165
61,1,TANK,14,1,10,10452,0,15832
61,1,DAMAGE,12,3,7,8170,43,4032
61,1,DAMAGE,12,5,8,6373,0,0
61,1,SUPPORT,6,4,12,3700,7590,619
61,1,SUPPORT,10,5,11,5481,10757,0
61,2,SUPPORT,18,23,6,2522,11160,784
61,2,DAMAGE,25,4,8,9127,671,0
61,2,TANK,31,5,4,12098,0,6520
61,2,DAMAGE,29,8,6,9285,588,2837
61,2,SUPPORT,14,16,3,2827,11005,0
62,1,TANK,13,1,8,7154,0,8747
62,1,DAMAGE,9,3,5,5241,0,2618
62,1,DAMAGE,8,0,9,4655,170,520
62,1,SUPPORT,2,8,5,922,7296,752
62,1,SUPPORT,4,7,6,1941,5836,175
62,2,TANK,19,8,1,6362,0,2908
62,2,DAMAGE,19,4,4,5653,0,0
62,2,SUPPORT,0,17,3,0,8225,0
62,2,DAMAGE,22,4,5,7761,0,289
62,2,SUPPORT,15,11,4,6041,5317,2605
63,1,TANK,3,2,3,4019,0,8887
63,1,DAMAGE,1,0,3,2710,0,416
63,1,DAMAGE,3,0,5,4534,1515,0
63,1,SUPPORT,1,3,5,1045,3210,0
63,1,SUPPORT,1,2,4,1100,4507,277
63,2,DAMAGE,14,1,0,4485,266,0
63,2,SUPPORT,7,2,2,1542,4245,152
63,2,DAMAGE,7,0,0,3157,97,0
63,2,TANK,11,2,1,2821,2394,1180
63,2,SUPPORT,11,6,1,3234,4037,0
64,1,TANK,13,5,6,9114,2300,3200
64,1,DAMAGE,19,7,4,8581,32,2433
64,1,DAMAGE,16,0,12,7797,0,249
64,1,SUPPORT,8,13,8,2801,6970,6
64,1,SUPPORT,12,8,6,4475,7487,940
64,2,DAMAGE,15,9,7,6218,264,0
64,2,SUPPORT,14,18,3,4162,10202,1629
64,2,TANK,20,1,7,10996,0,16819
64,2,DAMAGE,14,1,7,6671,580,1890
64,2,SUPPORT,8,15,5,1680,10465,923
65,1,TANK,9,1,7,6852,0,8410
65,1,DAMAGE,3,1,5,4932,5,3204
65,1,DAMAGE,10,1,8,6579,1047,0
65,1,SUPPORT,2,10,6,1216,7646,0
65,1,SUPPORT,2,6,4,1900,6071,430
65,2,DAMAGE,8,2,5,5545,116,910
65,2,TANK,22,4,1,10427,2254,1367
65,2,SUPPORT,10,11,1,2335,6097,790
65,2,DAMAGE,18,1,2,8567,510,0
65,2,SUPPORT,0,21,2,0,8240,0
66,1,TANK,8,1,7,7866,942,5071
66,1,DAMAGE,9,3,4,5777,30,875
66,1,DAMAGE,6,0,6,5662,945,0
66,1,SUPPORT,2,4,6,2098,4938,752
66,1,SUPPORT,4,2,6,1713,5852,262
66,2,SUPPORT,6,15,1,1156,10597,368
66,2,SUPPORT,10,14,3,2708,5666,0
66,2,DAMAGE,15,3,4,4194,601,3623
66,2,TANK,19,8,3,6611,0,10088
66,2,DAMAGE,18,3,3,8592,0,0
67,1,TANK,20,4,9,12954,0,8280
67,1,DAMAGE,17,4,12,8076,32,5761
67,1,DAMAGE,14,2,12,9388,245,0
67,1,SUPPORT,0,16,10,374,10028,0
67,1,SUPPORT,11,10,9,4963,8595,673
67,2,DAMAGE,38,0,8,11426,0,619
67,2,DAMAGE,19,9,4,6709,1300,3715
67,2,SUPPORT,20,27,5,2778,12234,667
67,2,SUPPORT,15,24,5,3025,11611,0
67,2,TANK,26,4,8,10529,0,16245
68,1,TANK,10,1,11,14876,4207,12288
68,1,DAMAGE,13,2,9,9775,7,2227
68,1,DAMAGE,8,3,14,12126,499,82
68,1,SUPPORT,11,3,7,5576,11386,924
68,1,SUPPORT,10,6,8,7523,11482,841
68,2,DAMAGE,27,0,4,11049,0,1104
68,2,SUPPORT,17,19,4,4402,16148,940
68,2,SUPPORT,10,26,2,1694,16231,1540
68,2,TANK,28,3,4,15942,6027,8971
68,2,DAMAGE,31,7,6,13622,948,2389
69,1,TANK,23,1,17,8774,0,14801
69,1,DAMAGE,27,14,6,14089,0,9682
69,1,DAMAGE,33,5,11,14576,0,0
69,1,SUPPORT,16,21,8,9951,9926,0
69,1,SUPPORT,22,16,9,9388,10530,795
69,2,TANK,31,8,10,12330,15168,2557
69,2,DAMAGE,26,1,14,10627,1193,60
69,2,DAMAGE,20,12,10,7623,0,0
69,2,SUPPORT,16,28,11,4909,10841,269
69,2,SUPPORT,16,22,10,3482,11343,1320
70,1,TANK,13,2,6,7160,5302,888
70,1,DAMAGE,4,0,5,4323,47,3170
70,1,DAMAGE,11,0,10,5781,0,85
70,1,SUPPORT,2,2,9,2212,5446,675
70,1,SUPPORT,9,9,8,4199,4182,0
70,2,TANK,24,1,4,11134,0,8886
70,2,DAMAGE,14,2,6,7287,0,0
70,2,DAMAGE,5,1,6,5422,0,970
70,2,SUPPORT,7,12,4,1939,7524,869
70,2,SUPPORT,13,16,4,3543,7189,0
71,1,TANK,10,3,4,7222,0,6420
71,1,DAMAGE,9,3,3,4438,56,773
71,1,DAMAGE,11,2,7,6144,279,212
71,1,SUPPORT,9,6,5,1863,3452,602
71,1,SUPPORT,1,6,3,60,6660,0
71,2,TANK,12,1,2,8231,225,7086
71,2,DAMAGE,5,2,6,2559,0,94
71,2,DAMAGE,12,3,6,4079,272,0
71,2,SUPPORT,8,8,2,2341,5512,0
71,2,SUPPORT,5,12,3,1325,5272,2329
72,1,TANK,31,9,14,17922,1836,9581
72,1,DAMAGE,23,6,9,13636,7,4789
72,1,DAMAGE,26,0,14,13746,2513,0
72,1,SUPPORT,10,14,11,6883,9797,846
72,1,SUPPORT,6,24,9,2745,17972,0
72,2,TANK,39,5,7,16021,0,18622
72,2,DAMAGE,28,2,10,17564,0,0
72,2,DAMAGE,24,4,10,14717,0,0
72,2,SUPPORT,18,28,9,5863,15382,1261
72,2,SUPPORT,1,38,9,80,22445,0
73,1,TANK,14,2,8,10158,0,21706
73,1,DAMAGE,14,6,10,8968,0,0
73,1,DAMAGE,16,3,9,8097,1379,0
73,1,SUPPORT,5,15,10,3668,7911,369
73,1,SUPPORT,12,14,7,4724,13113,0
73,2,TANK,23,5,3,12607,3818,6458
73,2,DAMAGE,27,2,4,10719,0,1100
73,2,DAMAGE,15,4,8,7021,716,1496
73,2,SUPPORT,15,14,5,4233,12395,145
73,2,SUPPORT,11,21,5,2463,10447,127
74,1,TANK,15,0,8,9830,0,23263
74,1,DAMAGE,9,1,16,8536,157,164
74,1,DAMAGE,14,0,12,9024,995,0
74,1,SUPPORT,12,6,13,6418,7434,304
74,1,SUPPORT,7,5,10,2490,8386,764
74,2,TANK,18,7,4,6021,2513,7530
74,2,DAMAGE,31,3,7,9965,368,591
74,2,DAMAGE,29,8,8,9222,0,766
74,2,SUPPORT,25,9,3,5615,12122,245
74,2,SUPPORT,22,1,7,4855,9870,75
75,1,TANK,19,5,7,7284,0,4911
75,1,DAMAGE,16,2,5,6361,86,1977
75,1,DAMAGE,13,0,6,8194,0,78
75,1,SUPPORT,6,12,6,3406,6389,0
75,1,SUPPORT,5,10,5,3127,4954,244
75,2,TANK,16,5,3,8092,0,13960
75,2,DAMAGE,11,3,5,4746,0,0
75,2,DAMAGE,20,0,7,7146,0,790
75,2,SUPPORT,3,12,6,875,7886,309
75,2,SUPPORT,0,20,4,40,12448,0
76,1,TANK,18,3,17,12626,323,12725
76,1,DAMAGE,17,4,6,9059,14,2931
76,1,DAMAGE,18,2,17,11288,931,0
76,1,SUPPORT,13,17,14,5079,11884,0
76,1,SUPPORT,13,12,15,3419,13404,353
76,2,TANK,42,19,3,14703,0,7914
76,2,DAMAGE,36,2,15,11254,38,2109
76,2,DAMAGE,38,6,6,13906,0,94
76,2,SUPPORT,27,23,7,8108,13753,1520
76,2,SUPPORT,16,39,7,3271,14688,0
77,1,TANK,16,5,11,9255,79,10221
77,1,DAMAGE,17,4,4,9433,4,3662
77,1,DAMAGE,21,1,14,11259,0,2621
77,1,SUPPORT,10,17,9,4515,10178,496
77,1,SUPPORT,1,18,7,113,17714,1061
77,2,TANK,28,9,4,14580,0,8670
77,2,DAMAGE,22,3,6,8956,839,0
77,2,DAMAGE,12,6,9,6282,0,402
77,2,SUPPORT,19,12,6,8994,8385,0
77,2,SUPPORT,24,24,5,8424,13051,926
78,1,TANK,6,1,4,7742,0,10594
78,1,DAMAGE,3,0,7,4517,0,470
78,1,DAMAGE,3,0,6,3986,0,0
78,1,SUPPORT,3,2,7,2233,3570,0
78,1,SUPPORT,4,6,4,751,7897,185
78,2,TANK,18,3,1,7212,0,5433
78,2,DAMAGE,17,3,5,3559,410,0
78,2,DAMAGE,16,0,1,5585,478,150
78,2,SUPPORT,12,16,2,3503,6063,0
78,2,SUPPORT,2,13,2,585,7085,0
79,1,TANK,16,4,7,7182,0,14093
79,1,DAMAGE,24,1,5,8965,0,72
79,1,DAMAGE,11,0,12,5403,0,755
79,1,SUPPORT,7,12,5,2406,7570,75
79,1,SUPPORT,11,10,2,4623,6583,0
79,2,TANK,16,3,7,9118,428,4919
79,2,DAMAGE,15,0,6,5408,191,892
79,2,DAMAGE,15,4,8,6356,0,0
79,2,SUPPORT,9,13,4,2317,9277,6168
79,2,SUPPORT,13,11,5,1751,6605,519
80,1,TANK,13,3,9,9773,0,17147
80,1,DAMAGE,25,0,8,8010,145,904
80,1,DAMAGE,29,8,5,11535,899,78
80,1,SUPPORT,4,14,3,1676,15814,431
80,1,SUPPORT,11,3,7,4446,1694,0
80,2,TANK,24,2,6,13466,0,6589
80,2,DAMAGE,17,1,9,7636,975,0
80,2,DAMAGE,10,1,11,5778,279,219
80,2,SUPPORT,0,26,6,0,12981,0
80,2,SUPPORT,14,12,8,4530,9392,0
81,1,TANK,7,3,7,8524,1495,5152
81,1,DAMAGE,10,3,7,7891,0,0
81,1,DAMAGE,8,0,8,5671,617,1102
81,1,SUPPORT,4,6,4,1994,7152,1974
81,1,SUPPORT,4,10,5,1282,6783,0
81,2,TANK,19,8,2,10965,2382,3715
81,2,DAMAGE,20,1,4,9813,0,14
81,2,DAMAGE,17,4,4,7360,59,0
81,2,SUPPORT,8,16,3,2157,8281,850
81,2,SUPPORT,0,25,4,0,6257,0
82,1,TANK,18,5,14,17235,708,13268
82,1,DAMAGE,23,7,15,11632,1463,726
82,1,DAMAGE,28,2,13,15651,1023,129
82,1,SUPPORT,11,23,5,4222,11960,4298
82,1,SUPPORT,11,15,13,2996,12380,1796
82,2,TANK,42,21,6,20623,2553,6654
82,2,DAMAGE,34,1,10,15022,0,0
82,2,DAMAGE,28,12,14,8100,1626,903
82,2,SUPPORT,13,31,8,2813,15319,1231
82,2,SUPPORT,27,33,6,4511,12847,1615
83,1,TANK,15,3,11,10458,1500,6807
83,1,DAMAGE,20,1,12,10867,528,934
83,1,DAMAGE,22,2,12,10057,217,0
83,1,SUPPORT,11,16,3,3919,9527,4120
83,1,SUPPORT,3,17,6,2152,12322,182
83,2,TANK,29,7,7,13062,5108,1615
83,2,DAMAGE,29,0,8,9443,13,13
83,2,DAMAGE,24,5,11,12924,1667,0
83,2,SUPPORT,13,20,6,2335,9931,607
83,2,SUPPORT,14,19,3,3554,8673,0
84,1,TANK,19,2,7,8719,67,9445
84,1,DAMAGE,6,4,10,3385,968,2941
84,1,DAMAGE,12,0,10,6674,562,765
84,1,SUPPORT,11,19,5,2830,13244,4083
84,1,SUPPORT,11,11,7,4225,9539,527
84,2,TANK,25,8,5,13085,0,6966
84,2,DAMAGE,28,4,2,12807,411,262
84,2,DAMAGE,21,12,8,8315,81,1120
84,2,SUPPORT,13,19,5,3520,9140,1438
84,2,SUPPORT,14,23,4,2181,8141,499
85,1,TANK,8,2,9,7039,0,9687
85,1,DAMAGE,12,0,8,8414,265,603
85,1,DAMAGE,6,2,11,6306,65,0
85,1,SUPPORT,5,9,5,2342,7045,2509
85,1,SUPPORT,3,10,7,620,8523,0
85,2,TANK,27,4,3,9733,1109,4619
85,2,DAMAGE,23,0,6,6456,203,3163
85,2,DAMAGE,33,0,3,11810,0,0
85,2,SUPPORT,9,14,4,2165,5495,0
85,2,SUPPORT,2,31,2,465,10218,0
86,1,TANK,15,3,7,7120,334,3292
86,1,DAMAGE,19,4,9,8072,0,0
86,1,DAMAGE,15,0,5,6963,0,0
86,1,SUPPORT,3,11,4,1748,9114,4191
86,1,SUPPORT,7,9,6,4215,3899,208
86,2,TANK,15,2,4,5193,5213,591
86,2,DAMAGE,21,1,9,7995,814,0
86,2,DAMAGE,12,2,6,6028,0,0
86,2,SUPPORT,19,10,4,5104,4914,0
86,2,SUPPORT,4,14,5,1276,8317,2029
87,1,TANK,20,3,9,11523,0,28716
87,1,DAMAGE,22,2,12,9253,215,22
87,1,DAMAGE,11,2,15,8010,203,2583
87,1,SUPPORT,8,16,8,2637,12821,4192
87,1,SUPPORT,8,10,8,2081,15093,939
87,2,TANK,26,2,8,13543,643,9950
87,2,DAMAGE,19,3,9,8086,0,0
87,2,DAMAGE,28,8,9,11938,0,0
87,2,SUPPORT,11,20,6,2544,10160,138
87,2,SUPPORT,28,32,2,9586,9446,0
88,1,TANK,3,2,7,4533,112,9011
88,1,DAMAGE,7,0,6,3701,0,0
88,1,DAMAGE,7,0,8,4683,0,1823
88,1,SUPPORT,0,4,3,700,3695,1751
88,1,SUPPORT,5,3,8,1344,3647,519
88,2,TANK,20,2,0,6350,0,8441
88,2,DAMAGE,25,0,0,6918,1353,0
88,2,DAMAGE,7,0,5,2890,0,250
88,2,SUPPORT,4,16,3,821,4870,238
88,2,SUPPORT,12,19,4,2558,3998,0
89,1,TANK,5,1,8,5527,0,12649
89,1,DAMAGE,2,1,9,4159,0,155
89,1,DAMAGE,6,1,7,4370,1147,0
89,1,SUPPORT,4,7,4,2193,6153,2860
89,1,SUPPORT,4,4,5,1934,7654,603
89,2,TANK,26,2,1,10023,0,17032
89,2,DAMAGE,13,1,3,6103,49,458
89,2,DAMAGE,18,2,3,5184,0,0
89,2,SUPPORT,15,19,1,3175,4780,0
89,2,SUPPORT,11,23,1,2659,8154,217
90,1,TANK,16,4,16,10772,52,9468
90,1,DAMAGE,16,3,13,12813,0,836
90,1,DAMAGE,19,1,13,12877,595,1658
90,1,SUPPORT,9,14,10,3193,11261,4458
90,1,SUPPORT,4,13,8,1695,10999,162
90,2,TANK,38,15,5,16412,0,10360
90,2,DAMAGE,33,3,8,9236,426,114
90,2,DAMAGE,26,4,7,8481,335,0
90,2,SUPPORT,12,30,6,1344,16806,1387
90,2,SUPPORT,37,33,6,8752,11601,0
91,1,TANK,17,1,6,7638,1800,11624
91,1,DAMAGE,14,0,13,5893,0,0
91,1,DAMAGE,16,3,10,5354,667,118
91,1,SUPPORT,10,21,3,3647,9471,4421
91,1,SUPPORT,12,15,5,4561,10615,164
91,2,TANK,14,5,6,9476,0,5053
91,2,DAMAGE,19,1,8,9513,14,273
91,2,DAMAGE,21,4,8,6393,0,74
91,2,SUPPORT,9,14,5,2748,7205,121
91,2,SUPPORT,16,11,4,6348,9005,267
92,1,TANK,2,0,10,3755,0,2171
92,1,DAMAGE,5,0,4,5290,0,433
92,1,DAMAGE,8,2,5,4919,0,97
92,1,SUPPORT,4,1,4,1529,2373,0
92,1,SUPPORT,3,3,0,1429,3581,685
92,2,TANK,15,5,3,5099,47,2943
92,2,DAMAGE,14,0,3,3873,0,0
92,2,DAMAGE,10,1,3,3920,0,0
92,2,SUPPORT,17,9,2,3859,4224,0
92,2,SUPPORT,0,19,2,0,6911,0
93,1,TANK,14,3,10,13920,2181,8682
93,1,DAMAGE,15,3,14,7464,0,0
93,1,DAMAGE,9,2,12,11333,0,293
93,1,SUPPORT,9,8,5,1658,9291,2157
93,1,SUPPORT,1,13,9,203,12770,0
93,2,TANK,24,6,4,8458,100,11264
93,2,DAMAGE,27,6,8,13259,486,0
93,2,DAMAGE,32,0,7,10962,0,2683
93,2,SUPPORT,16,21,5,4000,10023,713
93,2,SUPPORT,16,34,5,6704,12275,5554
94,1,TANK,1,0,9,2546,0,5239
94,1,DAMAGE,2,0,8,4245,1167,0
94,1,DAMAGE,6,0,8,5191,0,0
94,1,SUPPORT,3,1,6,2811,4388,0
94,1,SUPPORT,0,1,3,438,4778,1736
94,2,TANK,25,11,1,5905,672,1307
94,2,DAMAGE,19,1,2,6472,0,0
94,2,DAMAGE,14,0,1,6883,0,374
94,2,SUPPORT,16,12,3,3323,6376,0
94,2,SUPPORT,4,9,1,1253,4735,115
95,1,TANK,15,1,14,10630,323,12062
95,1,DAMAGE,20,0,12,8799,225,1133
95,1,DAMAGE,13,2,14,9624,78,0
95,1,SUPPORT,4,8,7,1732,8006,2593
95,1,SUPPORT,6,8,11,2752,6561,153
95,2,TANK,37,10,3,11780,1304,9441
95,2,DAMAGE,25,5,7,8521,338,588
95,2,DAMAGE,35,5,4,8684,384,430
95,2,SUPPORT,18,30,8,2680,9704,707
95,2,SUPPORT,27,35,3,4811,12484,0
96,1,TANK,17,5,16,11411,0,18074
96,1,DAMAGE,16,9,13,13184,0,2441
96,1,DAMAGE,19,5,16,9885,0,75
96,1,SUPPORT,12,11,3,3582,13096,600
96,1,SUPPORT,17,10,9,6901,14417,249
96,2,TANK,40,5,7,14588,0,17476
96,2,DAMAGE,37,12,5,12516,1044,8359
96,2,DAMAGE,24,1,12,10582,0,314
96,2,SUPPORT,18,30,9,6781,15929,223
96,2,SUPPORT,19,34,5,2530,14801,1535
97,1,TANK,11,4,8,6675,1387,1755
97,1,DAMAGE,21,2,7,12705,0,0
97,1,DAMAGE,14,4,9,8908,0,1355
97,1,SUPPORT,16,10,6,6660,7520,0
97,1,SUPPORT,7,15,7,2838,7228,213
97,2,TANK,16,4,6,6597,2390,2618
97,2,DAMAGE,22,2,8,9081,604,913
97,2,DAMAGE,18,0,5,8528,0,215
97,2,SUPPORT,18,12,5,4102,7569,1477
97,2,SUPPORT,14,23,6,4928,8264,0
98,1,TANK,12,7,7,8598,1710,2533
98,1,DAMAGE,15,1,10,7036,1711,0
98,1,DAMAGE,18,0,8,10516,0,762
98,1,SUPPORT,14,9,10,5093,7131,684
98,1,SUPPORT,3,16,8,1998,8817,952
98,2,TANK,31,8,5,10231,0,11110
98,2,DAMAGE,19,1,8,8093,545,0
98,2,DAMAGE,26,0,6,11522,0,1726
98,2,SUPPORT,17,32,5,7379,8445,0
98,2,SUPPORT,10,18,4,2134,8776,454
99,1,TANK,15,4,9,9703,2166,2482
99,1,DAMAGE,20,0,10,12308,2255,40
99,1,DAMAGE,14,3,12,6454,0,0
99,1,SUPPORT,10,20,9,3028,10184,0
99,1,SUPPORT,7,16,10,3322,6657,1536
99,2,TANK,30,3,5,10484,0,12387
99,2,DAMAGE,30,0,8,13984,0,3629
99,2,DAMAGE,28,2,7,11686,1131,0
99,2,SUPPORT,10,26,6,2507,10117,399
99,2,SUPPORT,12,30,8,4368,8692,0
100,1,TANK,34,14,9,13831,3608,4164
100,1,DAMAGE,41,6,16,20644,0,0
100,1,DAMAGE,33,0,14,11716,437,2339
100,1,SUPPORT,27,36,12,11067,14117,0
100,1,SUPPORT,19,32,10,4188,12974,492
100,2,TANK,38,9,11,12566,0,20551
100,2,DAMAGE,40,1,14,19657,0,7326
100,2,DAMAGE,41,2,13,19200,1170,0
100,2,SUPPORT,16,28,13,5069,15764,373
100,2,SUPPORT,9,40,8,4358,16808,0
101,1,TANK,22,7,6,11411,2256,2953
101,1,DAMAGE,20,4,5,8930,0,0
101,1,DAMAGE,21,3,10,8314,0,0
101,1,SUPPORT,0,17,5,1534,9472,2693
101,1,SUPPORT,15,18,6,5577,8337,648
101,2,TANK,13,8,5,10670,0,9711
101,2,DAMAGE,16,3,8,6187,488,44
101,2,DAMAGE,20,0,8,12917,1392,0
101,2,SUPPORT,12,11,8,4265,7113,218
101,2,SUPPORT,14,13,7,3469,9314,0
102,1,TANK,10,3,6,11519,2580,2251
102,1,DAMAGE,13,2,5,6208,0,0
102,1,DAMAGE,9,0,11,6008,801,705
102,1,SUPPORT,6,12,6,3541,6437,486
102,1,SUPPORT,4,7,8,4288,5777,0
102,2,TANK,22,3,1,10823,246,8714
102,2,DAMAGE,21,3,5,8310,1454,1907
102,2,DAMAGE,22,1,3,8462,0,0
102,2,SUPPORT,9,17,6,2083,8948,293
102,2,SUPPORT,8,17,3,1915,8756,432
103,1,TANK,12,4,6,8766,0,12576
103,1,DAMAGE,20,0,7,10354,0,122
103,1,DAMAGE,7,2,10,5344,275,0
103,1,SUPPORT,8,11,6,3969,6879,354
103,1,SUPPORT,13,11,4,6235,10577,419
103,2,TANK,19,3,3,11480,0,8766
103,2,DAMAGE,20,4,4,7627,0,0
103,2,DAMAGE,13,4,10,6926,406,0
103,2,SUPPORT,12,12,7,5209,7052,375
103,2,SUPPORT,3,19,5,903,12382,161
104,1,TANK,19,3,9,13594,0,7733
104,1,DAMAGE,15,2,9,7692,0,0
104,1,DAMAGE,15,0,13,8817,839,1193
104,1,SUPPORT,7,10,11,5540,11744,1412
104,1,SUPPORT,12,17,12,4641,8470,948
104,2,TANK,40,12,7,14681,672,6954
104,2,DAMAGE,30,6,4,12886,0,0
104,2,DAMAGE,31,0,6,9487,193,10
104,2,SUPPORT,3,32,5,883,12248,0
104,2,SUPPORT,26,34,5,7180,9455,283
105,1,TANK,17,3,6,10904,0,13384
105,1,DAMAGE,15,0,3,11176,0,0
105,1,DAMAGE,14,3,7,13342,1146,2037
105,1,SUPPORT,4,9,8,2028,9788,534
105,1,SUPPORT,2,17,4,368,13413,0
105,2,TANK,22,12,2,12560,0,9258
105,2,DAMAGE,19,2,7,9857,348,0
105,2,DAMAGE,11,1,6,10355,1207,100
105,2,SUPPORT,20,16,7,5921,11187,0
105,2,SUPPORT,0,18,2,0,14127,0
106,1,TANK,14,0,15,11660,575,9859
106,1,DAMAGE,13,5,14,11285,70,185
106,1,DAMAGE,14,1,11,11700,0,1049
106,1,SUPPORT,8,6,6,5923,10606,1076
106,1,SUPPORT,10,11,10,6944,10458,0
106,2,TANK,24,5,6,13229,0,18015
106,2,DAMAGE,26,2,10,10378,0,965
106,2,DAMAGE,36,0,8,14436,0,882
106,2,SUPPORT,17,22,5,3543,14959,975
106,2,SUPPORT,17,36,6,4994,10994,0
107,1,TANK,27,7,9,16302,639,12059
107,1,DAMAGE,30,5,9,14999,0,0
107,1,DAMAGE,19,4,17,11566,0,402
107,1,SUPPORT,17,18,9,6896,12834,1093
107,1,SUPPORT,13,22,11,5898,12442,0
107,2,TANK,34,4,5,14474,0,8245
107,2,DAMAGE,29,5,10,13849,1842,18
107,2,DAMAGE,34,5,14,14818,403,199
107,2,SUPPORT,21,27,7,9583,14884,195
107,2,SUPPORT,6,26,8,2294,13388,500
108,1,TANK,4,2,8,4868,0,6881
108,1,DAMAGE,7,2,6,3505,0,0
108,1,DAMAGE,8,1,6,4782,0,0
108,1,SUPPORT,6,6,5,2749,4362,55
108,1,SUPPORT,1,4,5,188,4282,0
108,2,TANK,19,2,2,7557,0,7884
108,2,DAMAGE,16,5,2,4518,0,0
108,2,DAMAGE,9,5,2,4887,0,0
108,2,SUPPORT,8,18,2,1054,5747,146
108,2,SUPPORT,12,16,3,2924,3948,0
109,1,TANK,23,5,7,15187,0,8799
109,1,DAMAGE,14,1,12,10162,0,0
109,1,DAMAGE,16,0,17,9658,144,490
109,1,SUPPORT,13,16,10,5787,8524,940
109,1,SUPPORT,12,13,10,4152,10545,220
109,2,TANK,26,8,4,12530,0,7270
109,2,DAMAGE,29,3,7,10401,0,0
109,2,DAMAGE,38,0,5,13602,0,1478
109,2,SUPPORT,14,25,10,3957,12229,804
109,2,SUPPORT,12,18,7,3838,11059,712
110,1,TANK,17,4,4,12069,0,13910
110,1,DAMAGE,17,0,9,10364,0,0
110,1,DAMAGE,18,5,10,9636,0,77
110,1,SUPPORT,10,12,12,3642,8731,787
110,1,SUPPORT,14,12,7,4647,13278,0
110,2,TANK,32,4,4,18392,586,14667
110,2,DAMAGE,25,6,6,10236,0,0
110,2,DAMAGE,15,1,9,6967,310,654
110,2,SUPPORT,15,12,7,6790,11095,779
110,2,SUPPORT,10,21,6,3665,11013,832
111,1,TANK,24,8,13,17754,3900,12356
111,1,DAMAGE,31,3,8,12428,0,0
111,1,DAMAGE,34,3,10,11485,0,0
111,1,SUPPORT,10,27,5,2982,15306,665
111,1,SUPPORT,22,19,7,5832,12925,0
111,2,TANK,27,5,5,15323,879,4780
111,2,DAMAGE,24,0,13,10282,1435,0
111,2,DAMAGE,18,1,19,9968,545,0
111,2,SUPPORT,27,14,10,14313,10140,0
111,2,SUPPORT,18,23,7,5859,9842,479
112,1,TANK,29,8,18,19027,375,16048
112,1,DAMAGE,27,5,11,17405,0,0
112,1,DAMAGE,19,3,17,16708,236,0
112,1,SUPPORT,2,33,5,134,22801,0
112,1,SUPPORT,15,15,12,7367,11959,1339
112,2,TANK,31,7,9,18884,450,15914
112,2,DAMAGE,38,1,9,19390,815,114
112,2,DAMAGE,43,2,8,18958,1540,1750
112,2,SUPPORT,25,23,10,6317,13486,618
112,2,SUPPORT,15,37,11,3623,15816,320
113,1,TANK,20,5,16,14930,431,15654
113,1,DAMAGE,23,2,7,15312,0,0
113,1,DAMAGE,17,0,16,14156,0,4080
113,1,SUPPORT,8,24,10,4557,13593,0
113,1,SUPPORT,10,19,11,7543,8712,4
113,2,TANK,45,28,5,10021,0,20899
113,2,DAMAGE,37,3,11,10723,2267,0
113,2,DAMAGE,46,0,8,20508,0,778
113,2,SUPPORT,5,31,7,1511,13355,866
113,2,SUPPORT,30,38,4,7120,19970,0
114,1,TANK,14,3,6,7973,89,3625
114,1,DAMAGE,14,0,4,6485,0,0
114,1,DAMAGE,13,3,8,5229,255,0
114,1,SUPPORT,11,10,6,2720,5848,0
114,1,SUPPORT,5,8,6,2297,4110,326
114,2,TANK,11,3,4,5901,782,2762
114,2,DAMAGE,21,0,6,6328,0,0
114,2,DAMAGE,15,0,7,6409,0,1114
114,2,SUPPORT,6,14,4,902,6327,104
114,2,SUPPORT,18,14,2,3971,7059,0
115,1,TANK,17,2,7,10282,0,14903
115,1,DAMAGE,11,1,5,12067,0,0
115,1,DAMAGE,15,1,12,9509,181,1986
115,1,SUPPORT,8,7,7,3146,10133,288
115,1,SUPPORT,1,18,4,454,14172,0
115,2,TANK,22,4,2,12671,291,5837
115,2,DAMAGE,19,1,5,11642,773,0
115,2,DAMAGE,24,3,8,12738,0,0
115,2,SUPPORT,0,27,4,408,12728,0
115,2,SUPPORT,9,14,3,4064,8687,0
116,1,TANK,22,3,8,15812,756,6767
116,1,DAMAGE,18,4,6,7926,0,0
116,1,DAMAGE,20,0,9,7538,181,1599
116,1,SUPPORT,26,22,8,6648,9807,0
116,1,SUPPORT,9,22,8,2306,11806,268
116,2,TANK,27,17,6,10900,2121,3634
