I,T,RO,E,A,DE,DA,H,M,RE
193,2,D,15,0,12,12818,0,3580,D
193,2,D,15,2,11,14392,1175,0,D
193,2,S,2,12,6,2440,10325,1207,D
193,2,S,1,12,9,2430,13660,334,D
194,1,T,36,10,0,13031,0,12571,V
194,1,D,23,0,3,7562,0,0,V
194,1,D,20,0,5,10619,0,23,V
194,1,S,5,28,4,1221,12515,0,V
194,1,S,6,17,3,2663,9669,634,V
194,2,T,9,1,5,11889,339,5738,D
194,2,D,7,0,11,8259,0,329,D
194,2,D,7,0,11,7986,1104,1056,D
194,2,S,1,5,8,2338,6902,527,D
194,2,S,0,5,10,755,6949,0,D
195,1,T,21,4,5,11634,445,5830,V
195,1,D,25,0,1,9147,0,0,V
195,1,D,18,5,5,6846,0,87,V
195,1,S,1,19,3,1116,7436,0,V
195,1,S,21,14,3,7940,6176,1007,V
195,2,T,6,3,9,6454,0,11453,D
195,2,D,10,0,9,9061,0,0,D
195,2,D,7,2,4,4300,578,1815,D
195,2,S,5,5,9,4194,5025,0,D
195,2,S,10,6,10,3489,9318,0,D
196,1,T,13,2,1,6362,39,3918,V
196,1,D,15,1,5,6260,64,808,V
196,1,D,10,2,8,5750,236,822,V
196,1,S,11,11,5,4298,6613,1458,V
196,1,S,9,11,4,3059,8128,0,V
196,2,T,0,0,0,0,0,0,D
196,2,D,0,0,0,0,0,0,D
196,2,D,0,0,0,0,0,0,D
196,2,S,0,0,0,0,0,0,D
196,2,S,0,0,0,0,0,0,D
197,1,T,16,3,3,6951,0,3707,V
197,1,D,6,1,3,3778,0,921,V
197,1,D,12,1,6,4264,0,0,V
197,1,S,8,6,1,2465,5033,147,V
197,1,S,6,9,4,1783,4949,201,V
197,2,T,0,0,0,0,0,0,D
197,2,D,0,0,0,0,0,0,D
197,2,D,0,0,0,0,0,0,D
197,2,S,0,0,0,0,0,0,D
197,2,S,0,0,0,0,0,0,D
198,1,T,21,5,8,11371,2979,2390,V
198,1,D,27,0,5,7547,0,0,V
198,1,D,19,2,9,12812,254,171,V
198,1,S,18,11,5,5736,8293,3324,V
198,1,S,14,23,6,3525,15086,0,V
198,2,T,19,2,10,16268,0,8827,D
198,2,D,18,4,8,11296,38,630,D
198,2,D,18,5,8,10740,943,0,D
198,2,S,15,19,8,3925,10582,486,D
198,2,S,2,0,3,1113,2101,362,D
199,1,T,20,4,2,5284,0,6715,V
199,1,D,20,0,2,5466,0,0,V
199,1,D,15,5,3,4100,0,0,V
199,1,S,7,7,5,2538,2680,109,V
199,1,S,7,10,3,1436,3870,659,V
199,2,T,7,1,5,3263,562,1251,D
199,2,D,6,1,8,3918,267,122,D
199,2,D,9,1,4,4930,0,0,D
199,2,S,4,8,6,1910,3512,0,D
199,2,S,2,4,6,1616,2329,0,D
200,1,T,21,5,6,10643,0,10408,V
200,1,D,20,0,5,7457,0,0,V
200,1,D,23,2,10,10650,0,858,V
200,1,S,10,19,5,2540,9191,371,V
200,1,S,11,19,6,2373,8439,578,V
200,2,T,13,1,11,6622,0,5044,D
200,2,D,18,1,8,9939,1842,661,D
200,2,D,13,0,7,6139,24,200,D
200,2,S,16,14,7,5778,6513,630,D
200,2,S,9,8,6,6302,5549,46,D
201,1,T,19,2,5,7737,810,3687,V
201,1,D,17,1,4,11016,0,264,V
201,1,D,13,0,7,5408,0,0,V
201,1,S,17,16,4,7167,7856,0,V
201,1,S,6,18,4,1916,10358,0,V
201,2,T,13,5,7,12664,0,5390,D
201,2,D,15,7,4,6373,197,0,D
201,2,D,14,0,7,8199,0,271,D
201,2,S,9,12,3,2214,10016,0,D
201,2,S,11,12,6,3633,7163,1603,D
202,1,T,16,8,3,15412,2908,4057,V
202,1,D,20,0,6,12160,563,0,V
202,1,D,13,9,1,7935,0,0,V
202,1,S,16,17,2,5108,5379,561,V
202,1,S,17,11,1,6543,7688,612,V
202,2,T,7,1,5,9011,8292,2664,D
202,2,D,7,0,10,6286,372,1473,D
202,2,D,2,3,9,6110,0,0,D
202,2,S,4,4,5,2497,9133,0,D
202,2,S,1,6,6,1601,11616,1213,D
203,1,T,20,10,8,13482,64,8317,V
203,1,D,20,1,6,14374,0,219,V
203,1,D,18,0,5,11049,0,1514,V
203,1,S,16,21,0,4873,14126,121,V
203,1,S,18,23,1,4731,14550,0,V
203,2,T,10,4,7,12909,0,8004,D
203,2,D,14,1,8,13347,585,585,D
203,2,D,13,1,8,13185,0,0,D
203,2,S,6,13,5,2835,15718,0,D
203,2,S,5,12,4,2520,15957,1415,D
204,1,T,29,4,8,16010,0,11247,V
204,1,D,29,0,6,9479,0,0,V
204,1,D,24,7,7,9492,1964,4461,V
204,1,S,15,24,4,3619,14241,859,V
204,1,S,32,23,5,7784,14161,0,V
204,2,T,15,2,9,12763,0,14603,D
204,2,D,18,1,12,13589,0,95,D
204,2,D,19,1,9,13754,210,106,D
204,2,S,6,9,10,2297,13104,780,D
204,2,S,14,15,10,4724,12764,0,D
205,1,T,30,4,5,17730,931,5679,V
205,1,D,29,0,4,8323,0,0,V
205,1,D,22,0,7,11450,0,813,V
205,1,S,3,20,8,362,11848,35,V
205,1,S,15,18,8,6460,10307,172,V
205,2,T,18,11,8,9511,459,8152,D
205,2,D,22,0,5,15119,0,722,D
205,2,D,14,0,10,9226,1200,39,D
205,2,S,15,14,8,5672,7236,1394,D
205,2,S,7,22,10,1440,12524,0,D
206,1,T,26,4,14,12656,472,7546,V
206,1,D,27,0,6,10914,0,0,V
206,1,D,29,8,14,13938,197,123,V
206,1,S,12,19,11,4007,7399,613,V
206,1,S,23,24,7,8452,11440,0,V
206,2,T,25,5,9,10287,3728,10986,D
206,2,D,38,1,14,14186,0,0,D
206,2,D,29,10,10,11523,1673,4418,D
206,2,S,20,18,12,6476,8036,37,D
206,2,S,16,33,8,2753,13621,953,D
207,1,T,24,6,2,8257,0,4471,V
207,1,D,21,0,3,5511,0,0,V
207,1,D,23,1,5,7261,0,863,V
207,1,S,14,18,4,3244,3373,68,V
207,1,S,26,14,3,4246,8550,0,V
207,2,T,13,1,7,7974,0,13220,D
207,2,D,9,0,8,5377,0,1136,D
207,2,D,10,2,6,6112,0,740,D
207,2,S,2,9,7,644,5284,121,D
207,2,S,4,6,9,1812,4799,1174,D
208,1,T,24,4,3,6414,0,11336,V
208,1,D,24,0,4,7714,0,1687,V
208,1,D,17,7,8,8260,0,0,V
208,1,S,11,26,1,4648,4525,0,V
208,1,S,15,23,1,3620,7105,473,V
208,2,T,7,2,7,4266,4065,1235,D
208,2,D,6,0,11,5715,0,0,D
208,2,D,11,2,9,5985,0,97,D
208,2,S,4,3,6,2582,4751,0,D
208,2,S,6,6,8,2264,4565,178,D
209,1,T,14,3,4,8598,653,10316,V
209,1,D,23,4,7,10431,308,37,V
209,1,D,17,4,8,9082,0,2243,V
209,1,S,10,17,5,2957,7436,2740,V
209,1,S,11,15,5,5805,5568,0,V
209,2,T,14,5,8,8526,0,6151,D
209,2,D,14,0,6,6363,0,462,D
209,2,D,16,1,11,8545,0,0,D
209,2,S,9,10,6,3853,9306,121,D
209,2,S,7,10,9,2974,8293,281,D
210,1,T,21,3,10,10603,189,5824,V
210,1,D,28,1,6,12590,0,290,V
210,1,D,22,1,8,11102,0,2750,V
210,1,S,14,28,3,3895,11303,5273,V
210,1,S,22,23,4,7796,7729,0,V
210,2,T,20,3,7,13812,0,6998,D
210,2,D,21,6,9,11363,0,0,D
210,2,D,16,1,11,8028,0,0,D
210,2,S,5,14,12,2986,9295,720,D
210,2,S,12,12,10,4073,10969,476,D
211,1,T,26,4,8,17417,0,15701,V
211,1,D,25,1,10,18127,0,947,V
211,1,D,24,4,15,11383,145,0,V
211,1,S,17,22,10,4722,14172,1188,V
211,1,S,12,23,9,4534,11241,6213,V
211,2,T,29,8,7,11939,164,21838,D
211,2,D,35,2,8,21356,0,403,D
211,2,D,30,2,12,9156,30,77,D
211,2,S,2,34,9,1592,19422,0,D
211,2,S,16,19,9,4579,14328,1321,D
212,1,T,23,6,3,9497,0,7098,V
212,1,D,26,2,0,10700,0,176,V
212,1,D,21,7,8,10929,243,216,V
212,1,S,11,22,3,4108,13348,0,V
212,1,S,28,13,4,6899,9802,0,V
212,2,T,6,0,7,13780,0,7559,D
212,2,D,8,1,12,9347,207,0,D
212,2,D,7,1,9,10063,247,1408,D
212,2,S,7,0,6,7124,8941,538,D
212,2,S,9,11,8,4447,12685,90,D
213,1,T,18,4,1,5778,2690,4714,V
213,1,D,11,6,8,4352,1631,0,V
213,1,D,14,0,4,5117,68,0,V
213,1,S,17,8,2,3963,5022,30,V
213,1,S,19,13,3,5938,5666,850,V
213,2,T,5,0,8,6265,274,3711,D
213,2,D,9,0,8,4155,0,51,D
213,2,D,13,1,6,6238,0,0,D
213,2,S,3,9,4,2911,5002,0,D
213,2,S,6,3,5,4345,4440,80,D
214,1,T,26,4,5,11815,0,13252,V
214,1,D,20,1,4,6437,0,72,V
214,1,D,24,3,7,9428,1751,0,V
214,1,S,14,24,3,3118,7589,3293,V
214,1,S,16,23,3,5039,6076,698,V
214,2,T,12,6,4,9111,0,5204,D
214,2,D,13,3,9,7473,0,1104,D
214,2,D,9,1,9,6585,149,1274,D
214,2,S,7,9,12,3258,5213,1142,D
214,2,S,6,10,6,2002,6920,0,D
215,1,T,16,3,8,11669,0,6001,V
215,1,D,22,0,7,10748,0,240,V
215,1,D,24,11,4,11825,378,582,V
215,1,S,13,21,7,4700,10109,675,V
215,1,S,24,17,6,7490,10751,0,V
215,2,T,11,4,5,7992,0,9488,D
215,2,D,16,2,8,11338,0,2268,D
215,2,D,22,2,10,12872,0,238,D
215,2,S,12,7,9,5242,11277,1447,D
215,2,S,7,18,8,1492,14391,0,D
216,1,T,15,2,5,13365,0,4225,V
216,1,D,8,0,4,7439,0,268,V
216,1,D,18,0,8,9153,0,1039,V
216,1,S,6,18,5,1697,9541,0,V
216,1,S,15,9,4,8049,6997,0,V
216,2,T,12,1,6,6004,0,19211,D
216,2,D,13,0,9,7898,0,2333,D
216,2,D,17,2,6,9580,452,0,D
216,2,S,2,17,4,945,17308,0,D
216,2,S,10,4,3,7213,7404,0,D
217,1,T,27,6,4,13675,0,14602,V
217,1,D,32,0,9,12371,0,0,V
217,1,D,19,0,8,9423,0,163,V
217,1,S,5,29,7,3196,11124,0,V
217,1,S,12,16,5,3265,11025,678,V
217,2,T,19,2,11,12796,1271,9346,D
217,2,D,17,5,12,11851,0,0,D
217,2,D,15,3,12,8153,0,0,D
217,2,S,8,16,7,5470,5523,0,D
217,2,S,1,17,6,840,12793,0,D
218,1,T,22,8,6,7339,0,8653,V
218,1,D,14,0,3,8200,0,128,V
218,1,D,22,2,4,7471,0,694,V
218,1,S,17,11,4,5247,6953,1227,V
218,1,S,20,19,5,5567,10890,0,V
218,2,T,8,0,7,9989,0,7773,D
218,2,D,12,0,8,9346,416,287,D
218,2,D,13,0,5,9156,362,72,D
218,2,S,7,11,7,4962,7225,313,D
218,2,S,4,9,8,1006,957,0,D
219,1,T,22,6,1,7726,0,3860,V
219,1,D,25,2,5,8635,0,0,V
219,1,D,21,8,9,10655,0,0,V
219,1,S,34,3,4,12046,5605,0,V
219,1,S,16,24,4,4130,7797,1012,V
219,2,T,9,6,9,7600,100,12424,D
219,2,D,9,2,9,8623,14,1669,D
219,2,D,9,1,15,9559,0,144,D
219,2,S,12,2,9,5548,8195,0,D
219,2,S,4,8,9,5097,9927,210,D
220,1,T,28,13,13,20409,0,8830,V
220,1,D,40,0,5,15336,0,0,V
220,1,D,39,4,14,18988,512,1164,V
220,1,S,14,24,10,6116,16942,1649,V
220,1,S,21,25,14,8775,15622,1939,V
220,2,T,35,14,8,22365,0,13863,D
220,2,D,34,4,15,15756,451,0,D
220,2,D,29,5,14,14458,253,2100,D
220,2,S,2,34,14,1506,19970,116,D
220,2,S,24,24,12,9230,16450,0,D
221,1,T,29,9,8,15571,0,8852,V
221,1,D,26,3,4,10495,0,985,V
221,1,D,28,4,14,14828,73,829,V
221,1,S,27,15,7,11663,11163,0,V
221,1,S,23,26,9,4908,11133,745,V
221,2,T,23,1,13,12330,687,8826,D
221,2,D,25,1,11,13394,1401,287,D
221,2,D,16,0,10,10333,232,794,D
221,2,S,13,17,7,6034,8605,520,D
221,2,S,1,21,10,618,16513,834,D
222,1,T,36,15,2,11374,0,14136,V
222,1,D,20,1,6,6995,0,0,V
222,1,D,26,1,7,10275,72,285,V
222,1,S,14,24,4,3420,10728,1451,V
222,1,S,8,22,5,1808,10581,0,V
222,2,T,14,4,10,8324,179,4524,D
222,2,D,15,0,11,10389,0,406,D
222,2,D,13,1,7,7880,0,0,D
222,2,S,8,6,7,5513,5401,107,D
222,2,S,2,7,8,2120,8845,361,D
223,1,T,19,2,5,6298,206,4572,V
223,1,D,14,1,2,4969,0,0,V
223,1,D,24,0,4,7150,0,0,V
223,1,S,11,9,3,2839,4665,0,V
223,1,S,17,12,4,4678,3793,0,V
223,2,T,13,2,5,6535,0,4184,D
223,2,D,11,0,7,6539,186,0,D
223,2,D,6,1,9,3235,0,72,D
223,2,S,6,11,7,1791,6059,109,D
223,2,S,6,11,8,1729,5192,1628,D
224,1,T,19,3,5,10288,0,16585,V
224,1,D,18,2,4,7961,0,0,V
224,1,D,25,3,7,11372,336,2020,V
224,1,S,4,10,5,3158,10842,3210,V
224,1,S,9,11,4,4271,10937,767,V
224,2,T,16,3,5,11438,298,9913,D
224,2,D,10,3,7,9771,75,1139,D
224,2,D,13,3,9,11152,0,863,D
224,2,S,1,15,6,684,10510,0,D
224,2,S,9,5,5,7327,6994,83,D
225,1,T,17,4,3,11748,0,9376,V
225,1,D,15,1,2,7065,0,0,V
225,1,D,19,4,5,9122,1504,2685,V
225,1,S,3,20,4,306,13018,750,V
225,1,S,12,13,8,4353,7153,369,V
225,2,T,0,0,0,0,0,0,D
225,2,D,0,0,0,0,0,0,D
225,2,D,0,0,0,0,0,0,D
225,2,S,0,0,0,0,0,0,D
225,2,S,0,0,0,0,0,0,D
226,1,T,24,10,2,7525,0,5557,V
226,1,D,26,0,3,9646,408,0,V
226,1,D,13,2,4,6770,0,169,V
226,1,S,10,16,1,3793,4985,41,V
226,1,S,2,19,4,257,8013,0,V
226,2,T,11,1,4,9207,0,9737,D
226,2,D,2,0,8,4426,1028,474,D
226,2,D,6,0,9,8318,0,2357,D
226,2,S,0,8,6,0,6626,0,D
226,2,S,3,6,7,3154,6293,321,D
227,1,T,27,6,4,13493,8400,2243,V
227,1,D,22,1,6,16537,0,1347,V
227,1,D,23,7,8,12602,508,634,V
227,1,S,18,20,1,5395,11595,274,V
227,1,S,17,22,5,6128,9485,266,V
227,2,T,12,5,12,15181,2167,11227,D
227,2,D,12,0,9,13360,61,2414,D
227,2,D,11,0,8,9974,968,2,D
227,2,S,10,14,8,3976,10635,1262,D
227,2,S,1,12,8,1061,14065,348,D
228,1,T,17,4,2,10947,0,11343,V
228,1,D,16,2,9,7229,0,236,V
228,1,D,14,0,5,9587,1093,0,V
228,1,S,14,15,7,4775,11736,0,V
228,1,S,10,11,7,3216,8045,1293,V
228,2,T,17,3,3,7544,0,12524,D
228,2,D,19,1,6,15314,1704,0,D
228,2,D,18,1,8,9296,0,218,D
228,2,S,18,11,4,5842,5747,232,D
228,2,S,0,22,7,280,13095,0,D
229,1,T,12,2,3,5945,0,10208,V
229,1,D,19,0,3,8167,179,677,V
229,1,D,14,2,6,4391,0,1161,V
229,1,S,4,14,3,635,5246,0,V
229,1,S,13,5,4,3446,3740,0,V
229,2,T,14,3,3,5666,1167,5652,D
229,2,D,12,0,7,4583,1153,0,D
229,2,D,11,0,6,4902,346,261,D
229,2,S,3,3,5,1523,4317,64,D
229,2,S,5,4,6,2354,3006,49,D
230,1,T,22,6,6,10495,0,13038,V
230,1,D,31,3,7,12838,0,0,V
230,1,D,29,0,3,13445,0,433,V
230,1,S,11,25,6,2195,9616,828,V
230,1,S,4,31,3,1354,11003,0,V
230,2,T,12,5,9,10466,698,4731,D
230,2,D,16,2,9,9409,0,0,D
230,2,D,10,0,14,9018,1668,0,D
230,2,S,0,15,5,0,13366,0,D
230,2,S,8,7,7,5651,4836,863,D
231,1,T,42,9,7,19249,0,27803,V
231,1,D,42,13,12,15743,130,0,V
231,1,D,36,3,20,20688,877,549,V
231,1,S,19,29,12,4144,15951,2436,V
231,1,S,36,25,9,12157,17363,236,V
231,2,T,33,8,14,15692,1075,13871,D
231,2,D,35,3,15,23921,0,823,D
231,2,D,26,6,14,21236,0,0,D
231,2,S,10,27,13,5973,16449,1774,D
231,2,S,4,30,12,1144,22249,0,D
232,1,T,17,2,3,12474,0,19471,V
232,1,D,15,0,7,12063,0,137,V
232,1,D,14,0,6,9223,1313,259,V
232,1,S,14,14,4,4264,9201,3353,V
232,1,S,10,10,5,3120,7943,540,V
232,2,T,10,2,5,7582,0,13462,D
232,2,D,15,0,5,12988,987,0,D
232,2,D,17,0,8,10546,0,608,D
232,2,S,4,13,6,1205,11531,991,D
232,2,S,4,16,6,3261,11645,1753,D
233,1,T,45,14,8,22126,0,9759,V
233,1,D,45,4,13,19546,0,578,V
233,1,D,33,1,20,13883,0,2251,V
233,1,S,17,39,9,5165,16428,776,V
233,1,S,22,39,8,5408,15002,650,V
233,2,T,23,4,14,15884,53,18630,D
233,2,D,30,1,20,12727,0,3409,D
233,2,D,28,8,15,12779,723,302,D
233,2,S,31,18,14,11504,17880,0,D
233,2,S,26,23,14,8820,13653,619,D
234,1,T,23,16,3,6405,0,7996,V
234,1,D,23,6,10,7585,163,0,V
234,1,D,22,0,6,8605,0,888,V
234,1,S,15,12,5,4961,7431,0,V
234,1,S,12,14,3,4767,6272,1127,V
234,2,T,12,1,8,5499,284,4743,D
234,2,D,6,1,11,5558,0,1117,D
234,2,D,19,0,6,9763,0,432,D
234,2,S,7,13,6,2074,8333,358,D
234,2,S,9,14,6,4301,7654,472,D
235,1,T,36,15,4,14847,0,11528,V
235,1,D,38,3,10,23715,0,428,V
235,1,D,28,10,13,15419,955,6824,V
235,1,S,23,29,12,5455,17161,7534,V
235,1,S,24,32,8,5335,15342,480,V
235,2,T,33,2,15,22211,0,18592,D
235,2,D,16,3,14,9684,2279,4764,D
235,2,D,23,0,17,13603,0,3502,D
235,2,S,5,33,8,2390,16128,0,D
235,2,S,25,26,5,9452,18059,1463,D
236,1,T,30,10,4,14022,0,9970,V
236,1,D,32,7,6,15967,0,0,V
236,1,D,31,1,10,19175,0,356,V
236,1,S,15,27,8,4997,17379,0,V
236,1,S,17,22,8,5430,18690,708,V
236,2,T,27,6,10,21530,0,11549,D
236,2,D,20,3,11,12164,0,2024,D
236,2,D,21,3,13,16285,0,1633,D
236,2,S,8,23,9,3842,16775,293,D
236,2,S,5,21,6,2926,17902,1930,D
237,1,T,28,7,5,12929,0,11202,V
237,1,D,29,2,8,13705,0,1734,V
237,1,D,25,10,9,7682,569,0,V
237,1,S,17,20,9,5919,11467,829,V
237,1,S,12,28,6,5334,13320,0,V
237,2,T,24,2,8,14771,462,6449,D
237,2,D,24,1,11,14902,0,112,D
237,2,D,19,4,10,8296,1036,0,D
237,2,S,10,17,8,5757,10761,362,D
237,2,S,10,15,8,4553,10803,723,D
238,1,T,11,2,0,4713,0,2198,V
238,1,D,12,0,0,3381,0,375,V
238,1,D,13,1,2,5054,0,0,V
238,1,S,5,8,1,1499,4925,0,V
238,1,S,3,9,0,1140,5516,14,V
238,2,T,0,0,4,3658,0,4703,D
238,2,D,2,0,5,3510,0,0,D
238,2,D,0,0,0,0,0,0,D
238,2,S,1,0,4,878,3686,0,D
238,2,S,2,3,5,2893,2666,0,D
239,1,T,30,12,5,12060,0,10498,V
239,1,D,30,4,8,13539,791,0,V
239,1,D,24,7,15,14512,0,75,V
239,1,S,8,27,5,1308,13978,0,V
239,1,S,15,21,7,5367,6089,808,V
239,2,T,13,0,12,7433,0,25710,D
239,2,D,26,5,9,12802,0,1493,D
239,2,D,18,0,11,12252,222,0,D
239,2,S,14,16,8,7399,11002,354,D
239,2,S,9,17,5,1908,12424,676,D
240,1,T,23,4,3,8065,4522,685,V
240,1,D,24,0,7,8735,0,770,V
240,1,D,23,1,4,10023,0,148,V
240,1,S,9,22,1,2231,9276,0,V
240,1,S,8,21,5,1994,10296,1619,V
240,2,T,9,1,7,8832,0,16654,D
240,2,D,15,0,8,14228,0,576,D
240,2,D,13,4,10,6764,0,554,D
240,2,S,0,16,6,110,7554,0,D
240,2,S,16,7,9,5510,6334,0,D
241,1,T,23,6,1,10429,0,5031,V
241,1,D,16,2,8,10852,0,0,V
241,1,D,20,3,9,11352,0,0,V
241,1,S,12,16,5,3617,3143,0,V
241,1,S,1,16,6,250,7192,153,V
241,2,T,21,6,7,7717,362,5276,D
241,2,D,9,4,10,7430,552,0,D
241,2,D,17,0,9,8609,0,1940,D
241,2,S,2,13,6,2862,7257,2769,D
241,2,S,13,7,5,4451,9772,0,D
242,1,T,23,3,11,16102,440,9027,V
242,1,D,26,0,13,13053,453,191,V
242,1,D,24,3,3,11914,0,0,V
242,1,S,17,29,3,4141,14466,495,V
242,1,S,8,18,5,2673,13409,651,V
242,2,T,13,2,12,10903,105,12437,D
242,2,D,16,1,14,13435,0,498,D
242,2,D,20,1,10,15973,571,336,D
242,2,S,12,15,7,4775,9552,321,D
242,2,S,13,15,5,4487,12966,773,D
243,1,T,26,9,3,15066,0,6432,V
243,1,D,22,6,3,8746,64,1072,V
243,1,D,15,0,9,8096,0,836,V
243,1,S,9,19,3,3408,8739,0,V
243,1,S,8,15,6,3295,5382,0,V
243,2,T,10,2,7,8372,0,14021,D
243,2,D,13,0,7,7224,240,162,D
243,2,D,14,0,5,9382,0,72,D
243,2,S,7,9,7,1308,9474,1025,D
243,2,S,5,9,7,1676,12317,140,D
244,1,T,26,1,1,8864,0,4806,V
244,1,D,21,2,8,9788,0,0,V
244,1,D,17,1,11,11222,1310,0,V
244,1,S,13,23,7,5298,8422,13,V
244,1,S,7,13,8,2946,7579,286,V
244,2,T,19,2,9,10269,0,11635,D
244,2,D,17,0,12,10546,251,637,D
244,2,D,16,6,7,10486,845,216,D
244,2,S,8,9,9,8198,6706,248,D
244,2,S,6,6,6,3660,7799,674,D
245,1,T,22,5,0,8304,0,4541,V
245,1,D,23,3,6,11100,0,260,V
245,1,D,21,0,8,7114,0,0,V
245,1,S,8,8,5,4477,4872,995,V
245,1,S,13,16,8,2852,5600,3261,V
245,2,T,19,2,8,9971,1540,4235,D
245,2,D,8,0,7,8226,0,456,D
245,2,D,13,3,6,5903,998,1506,D
245,2,S,7,14,8,3067,6215,120,D
245,2,S,6,15,6,2070,8180,0,D
246,1,T,22,1,5,9401,70,4324,V
246,1,D,18,6,5,8628,0,1292,V
246,1,D,24,1,4,12755,0,186,V
246,1,S,20,8,6,7357,6560,0,V
246,1,S,8,25,1,3593,8064,0,V
246,2,T,11,1,4,8161,0,5221,D
246,2,D,10,0,9,8805,0,613,D
246,2,D,13,8,9,6820,179,0,D
246,2,S,5,9,8,2371,10151,235,D
246,2,S,4,9,9,3237,6743,601,D
247,1,T,26,11,6,11618,2328,2900,V
247,1,D,23,0,1,6249,0,0,V
247,1,D,22,1,8,10059,0,0,V
247,1,S,4,29,1,321,11304,0,V
247,1,S,27,9,3,8082,6234,0,V
247,2,T,9,1,12,10503,34,7204,D
247,2,D,15,0,10,10738,0,0,D
247,2,D,11,2,10,8695,1186,300,D
247,2,S,4,6,8,1965,6919,731,D
247,2,S,0,12,6,80,9376,0,D
248,1,T,24,2,0,9649,0,9169,V
248,1,D,22,4,0,6678,0,0,V
248,1,D,14,2,4,3921,0,0,V
248,1,S,7,21,1,1500,6119,19,V
248,1,S,2,22,1,312,6178,295,V
248,2,T,5,1,5,4808,116,2985,D
248,2,D,1,0,7,3995,512,5,D
248,2,D,5,0,5,3578,0,1151,D
248,2,S,3,3,6,2296,4737,435,D
248,2,S,3,2,7,1589,4455,0,D
249,1,T,32,8,6,13348,3401,2270,V
249,1,D,24,0,7,9031,90,1712,V
249,1,D,23,1,9,12061,0,207,V
249,1,S,15,28,3,2259,10349,0,V
249,1,S,13,21,7,3319,7681,743,V
249,2,T,21,5,11,7397,672,3380,D
249,2,D,22,1,9,13285,0,259,D
249,2,D,12,3,12,8250,0,0,D
249,2,S,14,11,9,5507,6650,571,D
249,2,S,9,10,5,3932,9576,910,D
250,1,T,27,3,15,15109,0,30408,V
250,1,D,40,0,7,13641,149,366,V
250,1,D,34,5,14,22684,671,1658,V
250,1,S,37,28,7,14931,16110,463,V
250,1,S,27,18,10,9822,15586,1719,V
250,2,T,29,11,16,17545,801,11798,D
250,2,D,32,2,18,17028,385,6,D
250,2,D,28,4,17,18851,0,0,D
250,2,S,19,22,10,7726,17990,2254,D
250,2,S,11,30,9,2782,20773,0,D
251,1,T,37,12,11,18119,353,7216,V
251,1,D,33,0,7,16123,154,83,V
251,1,D,30,5,8,18473,0,172,V
251,1,S,30,27,10,12143,10171,709,V
251,1,S,13,28,6,3691,15674,414,V
251,2,T,20,5,11,15213,4567,16501,D
251,2,D,26,3,15,16214,617,2531,D
251,2,D,24,0,11,15851,1400,135,D
251,2,S,4,20,8,2249,14257,0,D
251,2,S,11,21,9,4017,16102,1110,D
252,1,T,30,7,4,8464,0,11094,V
252,1,D,24,0,5,8361,0,66,V
252,1,D,24,6,8,8229,588,0,V
252,1,S,11,13,7,2333,6063,847,V
252,1,S,16,19,5,5221,8575,605,V
252,2,T,10,0,9,5080,0,8307,D
252,2,D,17,0,5,11553,0,3601,D
252,2,D,16,0,10,10820,0,38,D
252,2,S,0,12,9,50,7506,0,D
252,2,S,4,6,8,4022,6031,415,D
253,1,T,27,10,3,7645,0,8137,V
253,1,D,22,13,5,6790,947,0,V
253,1,D,24,3,6,10627,1118,0,V
253,1,S,6,8,5,2311,6700,468,V
253,1,S,15,18,3,4749,5725,0,V
253,2,T,8,1,6,4499,340,13118,D
253,2,D,8,0,10,6993,0,129,D
253,2,D,12,1,13,7325,0,0,D
253,2,S,11,8,7,4483,6147,150,D
253,2,S,2,8,9,1923,6573,292,D
254,1,T,25,4,0,6888,0,1355,V
254,1,D,16,1,6,5198,0,0,V
254,1,D,28,0,4,11373,0,142,V
254,1,S,10,19,3,1364,7823,367,V
254,1,S,12,12,5,2472,4761,1351,V
254,2,T,9,3,5,6310,0,3959,D
254,2,D,9,0,10,4161,513,0,D
254,2,D,8,0,9,7765,0,92,D
254,2,S,0,7,7,548,5627,0,D
254,2,S,6,9,10,1855,7030,0,D
255,1,T,26,4,4,11101,0,5091,V
255,1,D,21,0,7,7440,1468,0,V
255,1,D,21,0,7,9515,0,398,V
255,1,S,14,16,5,7055,5851,0,V
255,1,S,12,13,6,4139,8098,86,V
255,2,T,14,3,7,8449,0,7899,D
255,2,D,13,0,13,6432,0,516,D
255,2,D,16,1,10,8151,1781,0,D
255,2,S,5,13,6,2303,6847,436,D
255,2,S,12,17,3,4599,12256,0,D
256,1,T,16,4,1,3930,0,1702,V
256,1,D,13,5,1,4442,0,0,V
256,1,D,17,1,3,5528,0,181,V
256,1,S,11,18,1,1922,3158,0,V
256,1,S,12,6,1,4139,3933,0,V
256,2,T,3,0,7,2639,1633,1848,D
256,2,D,3,1,6,3471,0,366,D
256,2,D,3,0,8,4078,0,514,D
256,2,S,3,1,3,1860,2724,0,D
256,2,S,0,0,0,0,0,0,D
257,1,T,43,2,10,23753,0,23222,V
257,1,D,34,3,7,11228,586,0,V
257,1,D,34,5,8,19682,330,1246,V
257,1,S,21,40,10,10292,15558,1368,V
257,1,S,21,21,10,10148,14009,739,V
257,2,T,27,8,15,14116,6443,6739,D
257,2,D,29,6,14,16283,262,60,D
257,2,D,24,3,17,15556,391,0,D
257,2,S,8,22,12,3183,17696,612,D
