I,T,RO,E,A,DE,DA,H,M,RE
450,1,S,16,15,13,4493,14010,1221,V
450,1,S,21,13,11,12391,12078,0,V
450,2,T,27,6,10,16553,0,15375,D
450,2,D,29,4,11,16399,0,1681,D
450,2,D,29,0,10,12093,617,3868,D
450,2,S,11,15,13,5654,12513,594,D
450,2,S,9,22,12,4717,13214,0,D
451,1,T,24,2,6,12700,0,14797,V
451,1,D,25,0,3,8648,214,1431,V
451,1,D,27,9,6,9813,0,0,V
451,1,S,8,20,8,2833,7066,120,V
451,1,S,3,26,6,1106,10446,0,V
451,2,T,16,4,8,9494,857,8806,D
451,2,D,14,0,9,9440,145,2267,D
451,2,D,19,5,7,8780,0,0,D
451,2,S,4,7,11,1327,5780,1428,D
451,2,S,8,14,8,3866,8413,0,D
452,1,T,18,4,5,11545,0,21772,V
452,1,D,27,3,8,10388,0,78,V
452,1,D,24,9,5,9311,75,0,V
452,1,S,15,3,6,4274,8019,0,V
452,1,S,9,15,2,3187,9576,844,V
452,2,T,14,3,8,12426,0,10318,D
452,2,D,12,2,13,6571,0,159,D
452,2,D,10,2,10,6969,0,128,D
452,2,S,8,9,8,3495,8878,800,D
452,2,S,5,11,10,4368,7841,491,D
453,1,T,32,6,1,13720,0,15470,V
453,1,D,31,3,3,9597,45,805,V
453,1,D,24,10,4,4608,115,1844,V
453,1,S,8,28,2,1373,7341,379,V
453,1,S,26,5,1,7787,7601,0,V
453,2,T,2,0,10,7256,0,11380,D
453,2,D,4,0,11,6375,0,189,D
453,2,D,7,0,9,7502,0,0,D
453,2,S,4,5,9,2092,10952,221,D
453,2,S,1,4,8,2434,6795,546,D
454,1,T,16,5,7,13270,0,16464,V
454,1,D,22,2,5,6643,0,0,V
454,1,D,14,6,6,10340,328,99,V
454,1,S,13,16,7,4984,9043,1532,V
454,1,S,13,2,9,5534,7538,0,V
454,2,T,23,4,5,12196,379,23645,D
454,2,D,24,2,3,13097,151,291,D
454,2,D,17,0,8,5637,0,0,D
454,2,S,11,10,8,3967,10905,603,D
454,2,S,1,19,10,981,10548,0,D
455,1,T,43,11,13,11503,530,18166,V
455,1,D,45,0,6,9904,0,0,V
455,1,D,41,0,5,15631,0,4691,V
455,1,S,24,21,7,9152,9515,0,V
455,1,S,33,11,7,12629,13704,0,V
455,2,T,20,4,11,15105,1952,8773,D
455,2,D,22,4,14,12391,1533,23,D
455,2,D,18,2,13,10982,1559,18,D
455,2,S,17,7,14,7254,12851,0,D
455,2,S,13,20,14,4597,11914,454,D
456,1,T,47,13,7,16064,0,17592,V
456,1,D,36,0,3,10076,0,0,V
456,1,D,38,6,9,17282,229,164,V
456,1,S,27,37,7,8018,14340,586,V
456,1,S,16,15,8,6545,13910,337,V
456,2,T,23,4,11,17510,0,18395,D
456,2,D,22,0,11,14506,954,2181,D
456,2,D,8,0,18,9756,1827,714,D
456,2,S,11,7,12,8385,12803,300,D
456,2,S,12,14,15,4090,12759,86,D
457,1,T,24,4,6,12389,810,12801,V
457,1,D,21,6,8,7008,0,0,V
457,1,D,25,3,8,9802,0,0,V
457,1,S,17,22,7,4686,9316,0,V
457,1,S,15,16,7,5862,4817,387,V
457,2,T,14,1,9,5695,0,16841,D
457,2,D,18,7,8,12181,0,0,D
457,2,D,15,0,10,6767,1078,0,D
457,2,S,9,13,6,2450,9100,736,D
457,2,S,16,14,9,6134,9283,0,D
458,1,T,30,10,3,11170,0,5987,V
458,1,D,27,0,5,8046,0,0,V
458,1,D,15,1,9,6622,577,87,V
458,1,S,18,12,4,4296,5778,510,V
458,1,S,10,17,8,3419,7024,33,V
458,2,T,20,7,11,8147,0,10447,D
458,2,D,13,0,8,5186,498,1245,D
458,2,D,19,0,4,7398,0,0,D
458,2,S,6,14,8,3223,5534,1025,D
458,2,S,12,5,9,3693,6759,0,D
459,1,T,23,7,5,9355,8587,1679,V
459,1,D,22,0,2,7890,59,2741,V
459,1,D,22,9,5,14373,0,0,V
459,1,S,12,8,3,6863,9957,0,V
459,1,S,17,30,2,7196,9921,0,V
459,2,T,7,2,9,11851,0,16765,D
459,2,D,8,0,12,9900,176,86,D
459,2,D,7,0,9,9654,678,2111,D
459,2,S,4,9,5,3751,14774,0,D
459,2,S,8,7,10,6666,7709,0,D
460,1,T,23,8,6,13407,157,6846,V
460,1,D,24,3,10,11217,162,171,V
460,1,D,31,5,9,13343,0,1051,V
460,1,S,23,13,2,9453,9386,0,V
460,1,S,10,19,9,2609,8476,420,V
460,2,T,19,1,13,9709,0,22064,D
460,2,D,23,1,9,12688,18,981,D
460,2,D,9,0,6,6910,1800,0,D
460,2,S,5,15,8,2964,12682,1153,D
460,2,S,18,18,8,8951,11908,2147,D
461,1,T,36,9,5,12667,216,19801,V
461,1,D,34,0,9,10861,66,1297,V
461,1,D,24,6,9,11444,0,296,V
461,1,S,18,25,9,4903,11248,0,V
461,1,S,22,10,11,10660,8025,1146,V
461,2,T,30,4,8,15106,1013,15918,D
461,2,D,21,3,12,10364,938,0,D
461,2,D,29,0,12,9439,474,3162,D
461,2,S,7,23,9,2891,12992,0,D
461,2,S,11,14,11,3285,10687,854,D
462,1,T,19,4,0,6737,0,10560,V
462,1,D,7,0,4,4989,0,656,V
462,1,D,13,4,3,7663,0,232,V
462,1,S,9,8,2,4582,4497,255,V
462,1,S,10,2,1,6771,5646,34,V
462,2,T,7,0,5,5073,4061,2005,D
462,2,D,4,0,6,3922,835,0,D
462,2,D,3,0,6,4450,0,0,D
462,2,S,2,1,6,3060,5197,181,D
462,2,S,0,6,5,230,8869,0,D
463,1,T,40,9,9,16478,618,22627,V
463,1,D,30,2,18,16271,132,1030,V
463,1,D,32,0,17,16549,2791,0,V
463,1,S,17,2,8,10011,12329,521,V
463,1,S,9,26,13,4253,14456,245,V
463,2,T,27,13,12,9747,0,8453,D
463,2,D,30,9,14,16077,175,42,D
463,2,D,42,1,14,17379,1457,2384,D
463,2,S,25,5,10,11844,12960,593,D
463,2,S,23,25,11,7938,18399,1968,D
464,1,T,22,9,12,13141,2107,5089,V
464,1,D,20,0,11,12162,832,0,V
464,1,D,16,0,10,10777,130,1840,V
464,1,S,10,1,6,5097,8343,270,V
464,1,S,21,15,5,6051,9167,1895,V
464,2,T,26,5,10,9943,370,17480,D
464,2,D,24,0,12,13305,697,1648,D
464,2,D,27,0,3,8515,0,0,D
464,2,S,16,17,9,5524,9524,635,D
464,2,S,14,2,9,9396,11220,894,D
465,1,T,14,3,0,7602,0,7217,V
465,1,D,18,0,3,8229,0,0,V
465,1,D,12,1,3,4122,0,128,V
465,1,S,6,1,1,3729,6826,427,V
465,1,S,10,11,1,2907,6441,618,V
465,2,T,5,0,5,6593,0,9430,D
465,2,D,6,1,5,7196,15,406,D
465,2,D,2,0,6,3969,438,35,D
465,2,S,0,1,4,1155,7182,141,D
465,2,S,2,3,4,1217,7704,658,D
466,1,T,24,2,4,7538,711,4150,V
466,1,D,17,1,6,7050,0,789,V
466,1,D,21,0,8,6847,0,0,V
466,1,S,14,10,9,6047,3032,652,V
466,1,S,10,4,9,4820,4003,0,V
466,2,T,17,3,8,7147,351,3898,D
466,2,D,19,0,9,6344,0,847,D
466,2,D,26,1,7,9108,150,165,D
466,2,S,7,22,6,2734,8985,0,D
466,2,S,5,11,9,1363,4738,45,D
