INDEX,TEAM,ROLE,E,A,D,DMG,H,MIT,GAME
92,1,TANK,5,1,6,8285,0,9628,DEFEAT
92,1,DAMAGE,7,0,3,5204,0,0,DEFEAT
92,1,DAMAGE,9,4,9,6725,0,1193,DEFEAT
92,1,SUPPORT,8,5,3,4985,8430,1361,DEFEAT
92,1,SUPPORT,1,8,7,90,8446,0,DEFEAT
92,2,TANK,16,3,2,9776,2658,3445,VICTORY
92,2,DAMAGE,13,0,3,6260,0,1159,VICTORY
92,2,DAMAGE,13,1,4,7277,0,175,VICTORY
92,2,SUPPORT,1,11,2,1140,7653,212,VICTORY
92,2,SUPPORT,15,13,2,3340,10012,0,VICTORY
93,1,TANK,10,1,5,6459,0,10966,DEFEAT
93,1,DAMAGE,11,0,4,4631,0,0,DEFEAT
93,1,DAMAGE,6,0,10,4571,273,0,DEFEAT
93,1,SUPPORT,4,7,7,1777,6681,540,DEFEAT
93,1,SUPPORT,4,9,7,2146,7547,147,DEFEAT
93,2,TANK,14,0,4,7474,0,7423,VICTORY
93,2,DAMAGE,17,1,4,7691,126,1010,VICTORY
93,2,DAMAGE,14,0,2,6916,0,732,VICTORY
93,2,SUPPORT,0,12,4,0,7556,0,VICTORY
93,2,SUPPORT,8,4,3,3477,6221,986,VICTORY
94,1,TANK,9,3,9,3647,2025,648,DEFEAT
94,1,DAMAGE,6,0,0,3399,0,0,DEFEAT
94,1,DAMAGE,9,0,3,11794,0,330,DEFEAT
94,1,SUPPORT,2,4,4,350,4780,115,DEFEAT
94,1,SUPPORT,0,6,4,77,7003,500,DEFEAT
94,2,TANK,16,6,4,8218,2579,5721,VICTORY
94,2,DAMAGE,15,0,3,6124,0,1620,VICTORY
94,2,DAMAGE,9,1,3,5167,0,0,VICTORY
94,2,SUPPORT,9,16,1,2444,6028,1631,VICTORY
94,2,SUPPORT,10,14,2,1517,4686,15,VICTORY
95,1,TANK,25,7,9,11134,813,4805,DEFEAT
95,1,DAMAGE,21,0,7,7992,0,0,DEFEAT
95,1,DAMAGE,28,2,9,10558,1853,0,DEFEAT
95,1,SUPPORT,14,17,6,3319,8193,422,DEFEAT
95,1,SUPPORT,4,32,8,375,14511,0,DEFEAT
95,2,TANK,24,7,9,10299,0,10941,VICTORY
95,2,DAMAGE,22,0,9,9002,851,56,VICTORY
95,2,DAMAGE,19,2,10,9967,506,0,VICTORY
95,2,SUPPORT,10,19,11,4181,8317,417,VICTORY
95,2,SUPPORT,19,9,9,6648,7759,98,VICTORY
96,1,TANK,20,6,12,13989,1872,7796,DEFEAT
96,1,DAMAGE,25,0,4,9595,0,0,DEFEAT
96,1,DAMAGE,9,2,6,5368,1143,0,DEFEAT
96,1,SUPPORT,10,20,9,3120,16355,767,DEFEAT
96,1,SUPPORT,8,15,11,5374,13686,1424,DEFEAT
96,2,TANK,24,4,6,19802,0,18129,VICTORY
96,2,DAMAGE,29,0,8,12935,1044,277,VICTORY
96,2,DAMAGE,31,0,8,11001,0,2285,VICTORY
96,2,SUPPORT,19,28,6,3874,12969,498,VICTORY
96,2,SUPPORT,19,24,8,4524,15961,0,VICTORY
97,1,TANK,15,3,12,8782,0,12657,DEFEAT
97,1,DAMAGE,20,0,12,9917,0,0,DEFEAT
97,1,DAMAGE,16,4,15,7964,1313,32,DEFEAT
97,1,SUPPORT,4,4,14,2685,8259,546,DEFEAT
97,1,SUPPORT,7,11,12,3211,10456,2802,DEFEAT
97,2,TANK,36,5,7,14161,0,11866,VICTORY
97,2,DAMAGE,42,7,10,13616,0,0,VICTORY
97,2,DAMAGE,19,7,4,8921,501,2879,VICTORY
97,2,SUPPORT,17,17,5,5888,10098,932,VICTORY
97,2,SUPPORT,3,20,5,993,9095,121,VICTORY
98,1,TANK,26,9,8,12065,1999,7051,DEFEAT
98,1,DAMAGE,25,4,5,12063,0,0,DEFEAT
98,1,DAMAGE,17,3,12,9023,224,468,DEFEAT
98,1,SUPPORT,5,25,6,705,12416,122,DEFEAT
98,1,SUPPORT,15,9,7,5492,12588,0,DEFEAT
98,2,TANK,22,9,9,10509,0,5684,VICTORY
98,2,DAMAGE,26,1,6,12048,0,818,VICTORY
98,2,DAMAGE,22,4,10,12543,95,1700,VICTORY
98,2,SUPPORT,15,9,9,4640,10620,1508,VICTORY
98,2,SUPPORT,1,28,8,225,13050,0,VICTORY
